Step,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - success_rate,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - success_rate__MIN,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - success_rate__MAX,cam-fixed_grad-detached_depth-zero_20260509_164843 - success_rate,cam-fixed_grad-detached_depth-zero_20260509_164843 - success_rate__MIN,cam-fixed_grad-detached_depth-zero_20260509_164843 - success_rate__MAX,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - success_rate,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - success_rate__MIN,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - success_rate__MAX,cam-learned_grad-detached_depth-depth_20260509_154546 - success_rate,cam-learned_grad-detached_depth-depth_20260509_154546 - success_rate__MIN,cam-learned_grad-detached_depth-depth_20260509_154546 - success_rate__MAX,cam-fixed_grad-detached_depth-depth_20260509_154520 - success_rate,cam-fixed_grad-detached_depth-depth_20260509_154520 - success_rate__MIN,cam-fixed_grad-detached_depth-depth_20260509_154520 - success_rate__MAX,cam-learned_grad-full_depth-depth_20260509_154244 - success_rate,cam-learned_grad-full_depth-depth_20260509_154244 - success_rate__MIN,cam-learned_grad-full_depth-depth_20260509_154244 - success_rate__MAX
2000,0.7683333563804626,0.7683333563804626,0.7683333563804626,0.03000000063329935,0.03000000063329935,0.03000000063329935,0.5016666758060455,0.5016666758060455,0.5016666758060455,0.6020833480358124,0.6020833480358124,0.6020833480358124,0.5591666793823242,0.5591666793823242,0.5591666793823242,0.5762500178813934,0.5762500178813934,0.5762500178813934
2025,0.7708333492279053,0.7708333492279053,0.7708333492279053,0.03625000111758709,0.03625000111758709,0.03625000111758709,0.5262500202655792,0.5262500202655792,0.5262500202655792,0.6229166841506958,0.6229166841506958,0.6229166841506958,0.608333352804184,0.608333352804184,0.608333352804184,0.6079166853427886,0.6079166853427886,0.6079166853427886
2050,0.7579166889190674,0.7579166889190674,0.7579166889190674,0.033750000856816766,0.033750000856816766,0.033750000856816766,0.5637500143051147,0.5637500143051147,0.5637500143051147,0.6279166877269745,0.6279166877269745,0.6279166877269745,0.600416682958603,0.600416682958603,0.600416682958603,0.6075000166893005,0.6075000166893005,0.6075000166893005
2075,0.7441666889190673,0.7441666889190673,0.7441666889190673,0.040000001303851604,0.040000001303851604,0.040000001303851604,0.5383333516120911,0.5383333516120911,0.5383333516120911,0.6179166829586029,0.6179166829586029,0.6179166829586029,0.582500022649765,0.582500022649765,0.582500022649765,0.6016666841506958,0.6016666841506958,0.6016666841506958
2100,0.7566666793823242,0.7566666793823242,0.7566666793823242,0.03541666768491268,0.03541666768491268,0.03541666768491268,0.5175000178813934,0.5175000178813934,0.5175000178813934,0.6258333539962768,0.6258333539962768,0.6258333539962768,0.6033333492279053,0.6033333492279053,0.6033333492279053,0.6079166865348816,0.6079166865348816,0.6079166865348816
2125,0.736250011920929,0.736250011920929,0.736250011920929,0.03208333395421505,0.03208333395421505,0.03208333395421505,0.5558333492279053,0.5558333492279053,0.5558333492279053,0.6129166853427886,0.6129166853427886,0.6129166853427886,0.5750000190734863,0.5750000190734863,0.5750000190734863,0.5908333528041839,0.5908333528041839,0.5908333528041839
2150,0.7570833516120911,0.7570833516120911,0.7570833516120911,0.03541666764765978,0.03541666764765978,0.03541666764765978,0.555833352804184,0.555833352804184,0.555833352804184,0.6154166841506958,0.6154166841506958,0.6154166841506958,0.6012500214576721,0.6012500214576721,0.6012500214576721,0.6033333492279053,0.6033333492279053,0.6033333492279053
2175,0.7687500238418579,0.7687500238418579,0.7687500238418579,0.0425000012293458,0.0425000012293458,0.0425000012293458,0.5558333504199982,0.5558333504199982,0.5558333504199982,0.6200000190734863,0.6200000190734863,0.6200000190734863,0.5883333563804627,0.5883333563804627,0.5883333563804627,0.6008333516120911,0.6008333516120911,0.6008333516120911
2200,0.75666668176651,0.75666668176651,0.75666668176651,0.03875000089406967,0.03875000089406967,0.03875000089406967,0.5620833504199981,0.5620833504199981,0.5620833504199981,0.6166666865348815,0.6166666865348815,0.6166666865348815,0.5991666841506958,0.5991666841506958,0.5991666841506958,0.5950000214576722,0.5950000214576722,0.5950000214576722
2225,0.7591666841506958,0.7591666841506958,0.7591666841506958,0.03541666746139526,0.03541666746139526,0.03541666746139526,0.5516666793823242,0.5516666793823242,0.5516666793823242,0.6362500095367432,0.6362500095367432,0.6362500095367432,0.6083333539962769,0.6083333539962769,0.6083333539962769,0.6216666865348816,0.6216666865348816,0.6216666865348816
2250,0.7562500262260436,0.7562500262260436,0.7562500262260436,0.03416666749864817,0.03416666749864817,0.03416666749864817,0.5454166841506958,0.5454166841506958,0.5454166841506958,0.622083351612091,0.622083351612091,0.622083351612091,0.5875000214576721,0.5875000214576721,0.5875000214576721,0.592083351612091,0.592083351612091,0.592083351612091
2275,0.7429166865348816,0.7429166865348816,0.7429166865348816,0.03333333417773247,0.03333333417773247,0.03333333417773247,0.5504166829586029,0.5504166829586029,0.5504166829586029,0.6245833563804627,0.6245833563804627,0.6245833563804627,0.6008333516120911,0.6008333516120911,0.6008333516120911,0.6125000238418579,0.6125000238418579,0.6125000238418579
2300,0.7491666889190673,0.7491666889190673,0.7491666889190673,0.04125000156462193,0.04125000156462193,0.04125000156462193,0.5670833468437195,0.5670833468437195,0.5670833468437195,0.6233333492279053,0.6233333492279053,0.6233333492279053,0.6000000214576722,0.6000000214576722,0.6000000214576722,0.6095833516120911,0.6095833516120911,0.6095833516120911
2325,0.7337500143051148,0.7337500143051148,0.7337500143051148,0.03333333425223827,0.03333333425223827,0.03333333425223827,0.5783333539962768,0.5783333539962768,0.5783333539962768,0.6279166841506958,0.6279166841506958,0.6279166841506958,0.5958333528041839,0.5958333528041839,0.5958333528041839,0.6091666853427887,0.6091666853427887,0.6091666853427887
2350,0.7637500214576721,0.7637500214576721,0.7637500214576721,0.032500001117587086,0.032500001117587086,0.032500001117587086,0.558750022649765,0.558750022649765,0.558750022649765,0.6445833611488342,0.6445833611488342,0.6445833611488342,0.6158333528041839,0.6158333528041839,0.6158333528041839,0.6279166841506958,0.6279166841506958,0.6279166841506958
2375,0.7641666865348816,0.7641666865348816,0.7641666865348816,0.03250000078231096,0.03250000078231096,0.03250000078231096,0.5412500154972076,0.5412500154972076,0.5412500154972076,0.6204166865348816,0.6204166865348816,0.6204166865348816,0.59291668176651,0.59291668176651,0.59291668176651,0.6004166877269745,0.6004166877269745,0.6004166877269745
2400,0.7658333492279052,0.7658333492279052,0.7658333492279052,0.03208333421498537,0.03208333421498537,0.03208333421498537,0.5887500202655792,0.5887500202655792,0.5887500202655792,0.6145833504199981,0.6145833504199981,0.6145833504199981,0.6016666901111603,0.6016666901111603,0.6016666901111603,0.5958333551883698,0.5958333551883698,0.5958333551883698
2425,0.7425000143051147,0.7425000143051147,0.7425000143051147,0.03583333417773247,0.03583333417773247,0.03583333417773247,0.559583351612091,0.559583351612091,0.559583351612091,0.6275000262260437,0.6275000262260437,0.6275000262260437,0.602083352804184,0.602083352804184,0.602083352804184,0.6083333587646484,0.6083333587646484,0.6083333587646484
2450,0.768333351612091,0.768333351612091,0.768333351612091,0.03875000108033419,0.03875000108033419,0.03875000108033419,0.5550000190734863,0.5550000190734863,0.5550000190734863,0.66291668176651,0.66291668176651,0.66291668176651,0.63041668176651,0.63041668176651,0.63041668176651,0.638333351612091,0.638333351612091,0.638333351612091
2475,0.7758333516120911,0.7758333516120911,0.7758333516120911,0.03333333432674408,0.03333333432674408,0.03333333432674408,0.5787500190734863,0.5787500190734863,0.5787500190734863,0.6400000166893005,0.6400000166893005,0.6400000166893005,0.6075000214576721,0.6075000214576721,0.6075000214576721,0.6258333539962768,0.6258333539962768,0.6258333539962768
2500,0.7587500190734864,0.7587500190734864,0.7587500190734864,0.036666667498648164,0.036666667498648164,0.036666667498648164,0.5725000202655792,0.5725000202655792,0.5725000202655792,0.6404166841506957,0.6404166841506957,0.6404166841506957,0.6270833504199982,0.6270833504199982,0.6270833504199982,0.6250000178813935,0.6250000178813935,0.6250000178813935
2525,0.7654166865348816,0.7654166865348816,0.7654166865348816,0.033333334140479565,0.033333334140479565,0.033333334140479565,0.5612500178813934,0.5612500178813934,0.5612500178813934,0.6204166781902313,0.6204166781902313,0.6204166781902313,0.5908333551883698,0.5908333551883698,0.5908333551883698,0.5950000238418579,0.5950000238418579,0.5950000238418579
2550,0.7620833563804627,0.7620833563804627,0.7620833563804627,0.03375000100582838,0.03375000100582838,0.03375000100582838,0.5704166889190674,0.5704166889190674,0.5704166889190674,0.640000022649765,0.640000022649765,0.640000022649765,0.6087500250339508,0.6087500250339508,0.6087500250339508,0.6212500190734863,0.6212500190734863,0.6212500190734863
2575,0.7729166865348815,0.7729166865348815,0.7729166865348815,0.033750000670552255,0.033750000670552255,0.033750000670552255,0.5737500166893006,0.5737500166893006,0.5737500166893006,0.6587500190734863,0.6587500190734863,0.6587500190734863,0.6350000178813935,0.6350000178813935,0.6350000178813935,0.6375000214576722,0.6375000214576722,0.6375000214576722
2600,0.7745833563804626,0.7745833563804626,0.7745833563804626,0.03916666783392429,0.03916666783392429,0.03916666783392429,0.5695833456516266,0.5695833456516266,0.5695833456516266,0.654583351612091,0.654583351612091,0.654583351612091,0.6329166865348816,0.6329166865348816,0.6329166865348816,0.636250011920929,0.636250011920929,0.636250011920929
2625,0.7762500190734863,0.7762500190734863,0.7762500190734863,0.04291666824370623,0.04291666824370623,0.04291666824370623,0.5858333504199982,0.5858333504199982,0.5858333504199982,0.6533333539962769,0.6533333539962769,0.6533333539962769,0.6287500190734864,0.6287500190734864,0.6287500190734864,0.6270833539962769,0.6270833539962769,0.6270833539962769
2650,0.7475000214576721,0.7475000214576721,0.7475000214576721,0.030833333991467954,0.030833333991467954,0.030833333991467954,0.5600000178813934,0.5600000178813934,0.5600000178813934,0.6412500214576721,0.6412500214576721,0.6412500214576721,0.6125000178813934,0.6125000178813934,0.6125000178813934,0.6216666841506958,0.6216666841506958,0.6216666841506958
2675,0.7708333492279053,0.7708333492279053,0.7708333492279053,0.029166667386889458,0.029166667386889458,0.029166667386889458,0.5808333539962769,0.5808333539962769,0.5808333539962769,0.6454166889190673,0.6454166889190673,0.6454166889190673,0.6229166889190674,0.6229166889190674,0.6229166889190674,0.6300000166893005,0.6300000166893005,0.6300000166893005
2700,0.7620833539962768,0.7620833539962768,0.7620833539962768,0.040000000931322575,0.040000000931322575,0.040000000931322575,0.5787500214576721,0.5787500214576721,0.5787500214576721,0.6358333539962768,0.6358333539962768,0.6358333539962768,0.6095833563804627,0.6095833563804627,0.6095833563804627,0.6120833504199982,0.6120833504199982,0.6120833504199982
2725,0.7495833563804627,0.7495833563804627,0.7495833563804627,0.03875000104308128,0.03875000104308128,0.03875000104308128,0.5791666841506958,0.5791666841506958,0.5791666841506958,0.6391666889190674,0.6391666889190674,0.6391666889190674,0.617083351612091,0.617083351612091,0.617083351612091,0.623333352804184,0.623333352804184,0.623333352804184
2750,0.7679166841506958,0.7679166841506958,0.7679166841506958,0.03041666727513075,0.03041666727513075,0.03041666727513075,0.5770833563804626,0.5770833563804626,0.5770833563804626,0.6300000190734864,0.6300000190734864,0.6300000190734864,0.6062500214576722,0.6062500214576722,0.6062500214576722,0.6112500143051147,0.6112500143051147,0.6112500143051147
2775,0.7666666865348816,0.7666666865348816,0.7666666865348816,0.03958333402872086,0.03958333402872086,0.03958333402872086,0.565833352804184,0.565833352804184,0.565833352804184,0.6291666841506958,0.6291666841506958,0.6291666841506958,0.6041666829586029,0.6041666829586029,0.6041666829586029,0.6100000166893005,0.6100000166893005,0.6100000166893005
2800,0.7550000238418579,0.7550000238418579,0.7550000238418579,0.0387500012665987,0.0387500012665987,0.0387500012665987,0.5779166877269745,0.5779166877269745,0.5779166877269745,0.6458333516120911,0.6458333516120911,0.6458333516120911,0.6262500190734863,0.6262500190734863,0.6262500190734863,0.6312500202655792,0.6312500202655792,0.6312500202655792
2825,0.7775000190734863,0.7775000190734863,0.7775000190734863,0.03916666761040687,0.03916666761040687,0.03916666761040687,0.5708333551883698,0.5708333551883698,0.5708333551883698,0.6650000166893005,0.6650000166893005,0.6650000166893005,0.6262500214576722,0.6262500214576722,0.6262500214576722,0.643750022649765,0.643750022649765,0.643750022649765
2850,0.7641666841506958,0.7641666841506958,0.7641666841506958,0.03291666734963655,0.03291666734963655,0.03291666734963655,0.5725000131130219,0.5725000131130219,0.5725000131130219,0.6533333504199982,0.6533333504199982,0.6533333504199982,0.6200000178813935,0.6200000178813935,0.6200000178813935,0.6316666865348816,0.6316666865348816,0.6316666865348816
2875,0.7754166865348816,0.7754166865348816,0.7754166865348816,0.03875000104308128,0.03875000104308128,0.03875000104308128,0.5533333516120911,0.5533333516120911,0.5533333516120911,0.6554166793823242,0.6554166793823242,0.6554166793823242,0.6391666865348816,0.6391666865348816,0.6391666865348816,0.6362500238418579,0.6362500238418579,0.6362500238418579
2900,0.7508333516120911,0.7508333516120911,0.7508333516120911,0.03375000104308128,0.03375000104308128,0.03375000104308128,0.593333352804184,0.593333352804184,0.593333352804184,0.6500000190734864,0.6500000190734864,0.6500000190734864,0.6233333492279053,0.6233333492279053,0.6233333492279053,0.632500022649765,0.632500022649765,0.632500022649765
2925,0.78166668176651,0.78166668176651,0.78166668176651,0.03416666749864817,0.03416666749864817,0.03416666749864817,0.5812500166893005,0.5812500166893005,0.5812500166893005,0.6700000238418579,0.6700000238418579,0.6700000238418579,0.6454166841506958,0.6454166841506958,0.6454166841506958,0.6520833492279052,0.6520833492279052,0.6520833492279052
2950,0.7625000238418579,0.7625000238418579,0.7625000238418579,0.04041666757315397,0.04041666757315397,0.04041666757315397,0.5912500166893006,0.5912500166893006,0.5912500166893006,0.639583351612091,0.639583351612091,0.639583351612091,0.6100000214576721,0.6100000214576721,0.6100000214576721,0.6120833492279053,0.6120833492279053,0.6120833492279053
2975,0.7620833516120911,0.7620833516120911,0.7620833516120911,0.03333333417773247,0.03333333417773247,0.03333333417773247,0.5808333528041839,0.5808333528041839,0.5808333528041839,0.6420833563804627,0.6420833563804627,0.6420833563804627,0.6162500166893006,0.6162500166893006,0.6162500166893006,0.6200000238418579,0.6200000238418579,0.6200000238418579
3000,0.7504166889190674,0.7504166889190674,0.7504166889190674,0.03166666742414236,0.03166666742414236,0.03166666742414236,0.5870833587646485,0.5870833587646485,0.5870833587646485,0.6525000214576722,0.6525000214576722,0.6525000214576722,0.6283333563804626,0.6283333563804626,0.6283333563804626,0.6337500166893005,0.6337500166893005,0.6337500166893005
