Step,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - success_rate,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - success_rate__MIN,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - success_rate__MAX,cam-fixed_grad-detached_depth-zero_20260509_164843 - success_rate,cam-fixed_grad-detached_depth-zero_20260509_164843 - success_rate__MIN,cam-fixed_grad-detached_depth-zero_20260509_164843 - success_rate__MAX,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - success_rate,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - success_rate__MIN,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - success_rate__MAX,cam-learned_grad-detached_depth-depth_20260509_154546 - success_rate,cam-learned_grad-detached_depth-depth_20260509_154546 - success_rate__MIN,cam-learned_grad-detached_depth-depth_20260509_154546 - success_rate__MAX,cam-fixed_grad-detached_depth-depth_20260509_154520 - success_rate,cam-fixed_grad-detached_depth-depth_20260509_154520 - success_rate__MIN,cam-fixed_grad-detached_depth-depth_20260509_154520 - success_rate__MAX,cam-learned_grad-full_depth-depth_20260509_154244 - success_rate,cam-learned_grad-full_depth-depth_20260509_154244 - success_rate__MIN,cam-learned_grad-full_depth-depth_20260509_154244 - success_rate__MAX
275,0.4750000166893005,0.4750000166893005,0.4750000166893005,0.01666666690260172,0.01666666690260172,0.01666666690260172,0.07375000193715095,0.07375000193715095,0.07375000193715095,0.08000000260770321,0.08000000260770321,0.08000000260770321,0.06125000223517418,0.06125000223517418,0.06125000223517418,0.06625000230967998,0.06625000230967998,0.06625000230967998
300,0.5154166841506957,0.5154166841506957,0.5154166841506957,0.029583334103226663,0.029583334103226663,0.029583334103226663,0.09958333626389504,0.09958333626389504,0.09958333626389504,0.10250000357627868,0.10250000357627868,0.10250000357627868,0.11125000298023224,0.11125000298023224,0.11125000298023224,0.09541666924953461,0.09541666924953461,0.09541666924953461
325,0.5270833504199982,0.5270833504199982,0.5270833504199982,0.02750000070780516,0.02750000070780516,0.02750000070780516,0.1141666691750288,0.1141666691750288,0.1141666691750288,0.12958333656191826,0.12958333656191826,0.12958333656191826,0.10791666954755783,0.10791666954755783,0.10791666954755783,0.13833333760499955,0.13833333760499955,0.13833333760499955
350,0.55791668176651,0.55791668176651,0.55791668176651,0.024583333805203438,0.024583333805203438,0.024583333805203438,0.1262500035762787,0.1262500035762787,0.1262500035762787,0.13541667014360428,0.13541667014360428,0.13541667014360428,0.12958333596587182,0.12958333596587182,0.12958333596587182,0.10791666887700557,0.10791666887700557,0.10791666887700557
375,0.5600000154972077,0.5600000154972077,0.5600000154972077,0.03041666720062494,0.03041666720062494,0.03041666720062494,0.12375000312924385,0.12375000312924385,0.12375000312924385,0.15458333790302276,0.15458333790302276,0.15458333790302276,0.13791667103767394,0.13791667103767394,0.13791667103767394,0.14708333730697631,0.14708333730697631,0.14708333730697631
400,0.5375000143051147,0.5375000143051147,0.5375000143051147,0.028750000596046446,0.028750000596046446,0.028750000596046446,0.13500000298023224,0.13500000298023224,0.13500000298023224,0.13333333760499955,0.13333333760499955,0.13333333760499955,0.13291667103767396,0.13291667103767396,0.13291667103767396,0.13458333700895309,0.13458333700895309,0.13458333700895309
425,0.5820833492279053,0.5820833492279053,0.5820833492279053,0.032500000931322576,0.032500000931322576,0.032500000931322576,0.14458333671092988,0.14458333671092988,0.14458333671092988,0.16333333730697633,0.16333333730697633,0.16333333730697633,0.16875000476837157,0.16875000476837157,0.16875000476837157,0.1670833384990692,0.1670833384990692,0.1670833384990692
450,0.607500022649765,0.607500022649765,0.607500022649765,0.03208333406597376,0.03208333406597376,0.03208333406597376,0.17208333879709245,0.17208333879709245,0.17208333879709245,0.15708333671092986,0.15708333671092986,0.15708333671092986,0.17250000566244125,0.17250000566244125,0.17250000566244125,0.19333333879709244,0.19333333879709244,0.19333333879709244
475,0.6262500190734863,0.6262500190734863,0.6262500190734863,0.036250000968575474,0.036250000968575474,0.036250000968575474,0.1975000062584877,0.1975000062584877,0.1975000062584877,0.21125000655651094,0.21125000655651094,0.21125000655651094,0.17083333879709245,0.17083333879709245,0.17083333879709245,0.1883333393931389,0.1883333393931389,0.1883333393931389
500,0.6075000178813934,0.6075000178813934,0.6075000178813934,0.03500000085681677,0.03500000085681677,0.03500000085681677,0.1454166704416275,0.1454166704416275,0.1454166704416275,0.21666667491197586,0.21666667491197586,0.21666667491197586,0.19958333939313888,0.19958333939313888,0.19958333939313888,0.20458333790302277,0.20458333790302277,0.20458333790302277
525,0.6012500190734863,0.6012500190734863,0.6012500190734863,0.03500000108033419,0.03500000108033419,0.03500000108033419,0.22791667461395262,0.22791667461395262,0.22791667461395262,0.23250000774860383,0.23250000774860383,0.23250000774860383,0.25208334147930145,0.25208334147930145,0.25208334147930145,0.21750000655651092,0.21750000655651092,0.21750000655651092
550,0.5941666781902313,0.5941666781902313,0.5941666781902313,0.025416667349636556,0.025416667349636556,0.025416667349636556,0.1750000050663948,0.1750000050663948,0.1750000050663948,0.20791667312383652,0.20791667312383652,0.20791667312383652,0.2254166728258133,0.2254166728258133,0.2254166728258133,0.23000000655651093,0.23000000655651093,0.23000000655651093
575,0.6191666841506958,0.6191666841506958,0.6191666841506958,0.037500000968575475,0.037500000968575475,0.037500000968575475,0.20833333790302277,0.20833333790302277,0.20833333790302277,0.2583333414793014,0.2583333414793014,0.2583333414793014,0.24708333849906922,0.24708333849906922,0.24708333849906922,0.1929166728258133,0.1929166728258133,0.1929166728258133
600,0.6275000143051147,0.6275000143051147,0.6275000143051147,0.040833334624767306,0.040833334624767306,0.040833334624767306,0.26583334147930143,0.26583334147930143,0.26583334147930143,0.27208334088325503,0.27208334088325503,0.27208334088325503,0.2437500065565109,0.2437500065565109,0.2437500065565109,0.22416667342185975,0.22416667342185975,0.22416667342185975
625,0.6341666877269745,0.6341666877269745,0.6341666877269745,0.03708333417773247,0.03708333417773247,0.03708333417773247,0.24208333909511567,0.24208333909511567,0.24208333909511567,0.2775000092387199,0.2775000092387199,0.2775000092387199,0.2754166752099991,0.2754166752099991,0.2754166752099991,0.26458333909511567,0.26458333909511567,0.26458333909511567
650,0.6445833492279053,0.6445833492279053,0.6445833492279053,0.03583333421498537,0.03583333421498537,0.03583333421498537,0.2737500077486038,0.2737500077486038,0.2737500077486038,0.2833333402872086,0.2833333402872086,0.2833333402872086,0.2825000065565109,0.2825000065565109,0.2825000065565109,0.26833333969116213,0.26833333969116213,0.26833333969116213
675,0.6195833468437195,0.6195833468437195,0.6195833468437195,0.029166667126119136,0.029166667126119136,0.029166667126119136,0.28500000774860385,0.28500000774860385,0.28500000774860385,0.31000001072883604,0.31000001072883604,0.31000001072883604,0.3008333450555801,0.3008333450555801,0.3008333450555801,0.215833338201046,0.215833338201046,0.215833338201046
700,0.5741666853427887,0.5741666853427887,0.5741666853427887,0.03125000089406967,0.03125000089406967,0.03125000089406967,0.2962500089406967,0.2962500089406967,0.2962500089406967,0.3391666722297668,0.3391666722297668,0.3391666722297668,0.2912500089406967,0.2912500089406967,0.2912500089406967,0.24333334147930144,0.24333334147930144,0.24333334147930144
725,0.6370833516120911,0.6370833516120911,0.6370833516120911,0.041666667945683,0.041666667945683,0.041666667945683,0.28875001072883605,0.28875001072883605,0.28875001072883605,0.3133333420753479,0.3133333420753479,0.3133333420753479,0.2954166752099991,0.2954166752099991,0.2954166752099991,0.2933333432674408,0.2933333432674408,0.2933333432674408
750,0.6554166805744172,0.6554166805744172,0.6554166805744172,0.03166666749864817,0.03166666749864817,0.03166666749864817,0.28666667759418485,0.28666667759418485,0.28666667759418485,0.2945833384990692,0.2945833384990692,0.2945833384990692,0.29791667461395266,0.29791667461395266,0.29791667461395266,0.2954166752099991,0.2954166752099991,0.2954166752099991
775,0.6379166865348815,0.6379166865348815,0.6379166865348815,0.03166666727513075,0.03166666727513075,0.03166666727513075,0.2887500101327896,0.2887500101327896,0.2887500101327896,0.3279166769981384,0.3279166769981384,0.3279166769981384,0.31500000894069674,0.31500000894069674,0.31500000894069674,0.3087500089406967,0.3087500089406967,0.3087500089406967
800,0.657083352804184,0.657083352804184,0.657083352804184,0.03333333410322666,0.03333333410322666,0.03333333410322666,0.3341666752099991,0.3341666752099991,0.3341666752099991,0.3600000107288361,0.3600000107288361,0.3600000107288361,0.3258333396911621,0.3258333396911621,0.3258333396911621,0.2950000077486038,0.2950000077486038,0.2950000077486038
825,0.6000000202655792,0.6000000202655792,0.6000000202655792,0.031250000782310966,0.031250000782310966,0.031250000782310966,0.3158333414793015,0.3158333414793015,0.3158333414793015,0.35166667759418485,0.35166667759418485,0.35166667759418485,0.33875000953674317,0.33875000953674317,0.33875000953674317,0.3204166769981384,0.3204166769981384,0.3204166769981384
850,0.532500011920929,0.532500011920929,0.532500011920929,0.03791666757315397,0.03791666757315397,0.03791666757315397,0.29916667342185976,0.29916667342185976,0.29916667342185976,0.3633333420753479,0.3633333420753479,0.3633333420753479,0.32166667699813845,0.32166667699813845,0.32166667699813845,0.3145833432674408,0.3145833432674408,0.3145833432674408
875,0.6162500154972076,0.6162500154972076,0.6162500154972076,0.03791666742414236,0.03791666742414236,0.03791666742414236,0.34333334684371947,0.34333334684371947,0.34333334684371947,0.362083346247673,0.362083346247673,0.362083346247673,0.3683333444595337,0.3683333444595337,0.3683333444595337,0.3529166775941849,0.3529166775941849,0.3529166775941849
900,0.6579166841506958,0.6579166841506958,0.6579166841506958,0.03500000096857548,0.03500000096857548,0.03500000096857548,0.3495833432674408,0.3495833432674408,0.3495833432674408,0.4033333432674408,0.4033333432674408,0.4033333432674408,0.3895833396911621,0.3895833396911621,0.3895833396911621,0.35625001072883605,0.35625001072883605,0.35625001072883605
925,0.6783333468437195,0.6783333468437195,0.6783333468437195,0.036666667349636556,0.036666667349636556,0.036666667349636556,0.36041667580604553,0.36041667580604553,0.36041667580604553,0.40416667878627777,0.40416667878627777,0.40416667878627777,0.38750001072883605,0.38750001072883605,0.38750001072883605,0.3587500095367432,0.3587500095367432,0.3587500095367432
950,0.7062500166893005,0.7062500166893005,0.7062500166893005,0.0416666679084301,0.0416666679084301,0.0416666679084301,0.3545833456516266,0.3545833456516266,0.3545833456516266,0.4445833444595337,0.4445833444595337,0.4445833444595337,0.40250001311302186,0.40250001311302186,0.40250001311302186,0.3954166769981384,0.3954166769981384,0.3954166769981384
975,0.6529166841506958,0.6529166841506958,0.6529166841506958,0.03750000104308129,0.03750000104308129,0.03750000104308129,0.3504166781902313,0.3504166781902313,0.3504166781902313,0.4150000125169754,0.4150000125169754,0.4150000125169754,0.40833334147930145,0.40833334147930145,0.40833334147930145,0.3758333444595337,0.3758333444595337,0.3758333444595337
1000,0.6454166793823242,0.6454166793823242,0.6454166793823242,0.034166667610406876,0.034166667610406876,0.034166667610406876,0.36458333969116213,0.36458333969116213,0.36458333969116213,0.41583334028720853,0.41583334028720853,0.41583334028720853,0.38416667640209196,0.38416667640209196,0.38416667640209196,0.39041667461395263,0.39041667461395263,0.39041667461395263
1025,0.6216666865348816,0.6216666865348816,0.6216666865348816,0.03416666757315397,0.03416666757315397,0.03416666757315397,0.4104166758060455,0.4104166758060455,0.4104166758060455,0.4587500131130218,0.4587500131130218,0.4587500131130218,0.4337500083446503,0.4337500083446503,0.4337500083446503,0.4070833420753479,0.4070833420753479,0.4070833420753479
1050,0.6341666793823242,0.6341666793823242,0.6341666793823242,0.0370833346247673,0.0370833346247673,0.0370833346247673,0.37625000953674315,0.37625000953674315,0.37625000953674315,0.43125001192092893,0.43125001192092893,0.43125001192092893,0.4320833456516266,0.4320833456516266,0.4320833456516266,0.3858333438634872,0.3858333438634872,0.3858333438634872
1075,0.6087500166893005,0.6087500166893005,0.6087500166893005,0.03458333406597376,0.03458333406597376,0.03458333406597376,0.3908333444595337,0.3908333444595337,0.3908333444595337,0.4441666781902313,0.4441666781902313,0.4441666781902313,0.4170833456516266,0.4170833456516266,0.4170833456516266,0.38375000715255736,0.38375000715255736,0.38375000715255736
1100,0.5758333480358124,0.5758333480358124,0.5758333480358124,0.03291666749864817,0.03291666749864817,0.03291666749864817,0.4008333420753479,0.4008333420753479,0.4008333420753479,0.45500001311302185,0.45500001311302185,0.45500001311302185,0.44625001430511474,0.44625001430511474,0.44625001430511474,0.4579166805744171,0.4579166805744171,0.4579166805744171
1125,0.635000022649765,0.635000022649765,0.635000022649765,0.03708333417773247,0.03708333417773247,0.03708333417773247,0.4170833396911621,0.4170833396911621,0.4170833396911621,0.4633333432674408,0.4633333432674408,0.4633333432674408,0.44000000834465025,0.44000000834465025,0.44000000834465025,0.4291666781902313,0.4291666781902313,0.4291666781902313
1150,0.542500010728836,0.542500010728836,0.542500010728836,0.029583333879709243,0.029583333879709243,0.029583333879709243,0.418333340883255,0.418333340883255,0.418333340883255,0.47083335161209106,0.47083335161209106,0.47083335161209106,0.4504166769981384,0.4504166769981384,0.4504166769981384,0.4004166758060455,0.4004166758060455,0.4004166758060455
1175,0.6320833492279053,0.6320833492279053,0.6320833492279053,0.03625000100582838,0.03625000100582838,0.03625000100582838,0.3987500125169754,0.3987500125169754,0.3987500125169754,0.49375001311302186,0.49375001311302186,0.49375001311302186,0.4479166793823242,0.4479166793823242,0.4479166793823242,0.4758333444595337,0.4758333444595337,0.4758333444595337
1200,0.6725000226497651,0.6725000226497651,0.6725000226497651,0.030416667461395264,0.030416667461395264,0.030416667461395264,0.41125000894069674,0.41125000894069674,0.41125000894069674,0.4741666793823242,0.4741666793823242,0.4741666793823242,0.449583340883255,0.449583340883255,0.449583340883255,0.4579166781902313,0.4579166781902313,0.4579166781902313
1225,0.6733333516120911,0.6733333516120911,0.6733333516120911,0.03916666753590107,0.03916666753590107,0.03916666753590107,0.44500001072883605,0.44500001072883605,0.44500001072883605,0.5020833432674408,0.5020833432674408,0.5020833432674408,0.4791666769981384,0.4791666769981384,0.4791666769981384,0.48625001072883606,0.48625001072883606,0.48625001072883606
1250,0.6887500190734863,0.6887500190734863,0.6887500190734863,0.03500000070780516,0.03500000070780516,0.03500000070780516,0.4283333468437195,0.4283333468437195,0.4283333468437195,0.50916668176651,0.50916668176651,0.50916668176651,0.4820833480358124,0.4820833480358124,0.4820833480358124,0.47000001430511473,0.47000001430511473,0.47000001430511473
1275,0.6062500202655792,0.6062500202655792,0.6062500202655792,0.0375000012665987,0.0375000012665987,0.0375000012665987,0.42291667461395266,0.42291667461395266,0.42291667461395266,0.4679166865348816,0.4679166865348816,0.4679166865348816,0.442083340883255,0.442083340883255,0.442083340883255,0.44583334028720856,0.44583334028720856,0.44583334028720856
1300,0.6645833456516266,0.6645833456516266,0.6645833456516266,0.03666666779667139,0.03666666779667139,0.03666666779667139,0.44666668176651003,0.44666668176651003,0.44666668176651003,0.5079166841506958,0.5079166841506958,0.5079166841506958,0.4720833468437195,0.4720833468437195,0.4720833468437195,0.4816666793823242,0.4816666793823242,0.4816666793823242
1325,0.6766666889190673,0.6766666889190673,0.6766666889190673,0.03041666720062494,0.03041666720062494,0.03041666720062494,0.4483333420753479,0.4483333420753479,0.4483333420753479,0.5220833480358124,0.5220833480358124,0.5220833480358124,0.47333335161209106,0.47333335161209106,0.47333335161209106,0.5008333492279052,0.5008333492279052,0.5008333492279052
1350,0.6125000166893005,0.6125000166893005,0.6125000166893005,0.03375000059604645,0.03375000059604645,0.03375000059604645,0.43500001072883604,0.43500001072883604,0.43500001072883604,0.53666668176651,0.53666668176651,0.53666668176651,0.49583335041999815,0.49583335041999815,0.49583335041999815,0.48041667699813845,0.48041667699813845,0.48041667699813845
1375,0.6891666829586029,0.6891666829586029,0.6891666829586029,0.03583333417773247,0.03583333417773247,0.03583333417773247,0.4579166829586029,0.4579166829586029,0.4579166829586029,0.4770833492279053,0.4770833492279053,0.4770833492279053,0.4766666841506958,0.4766666841506958,0.4766666841506958,0.4729166805744171,0.4729166805744171,0.4729166805744171
1400,0.6437500214576721,0.6437500214576721,0.6437500214576721,0.03750000074505806,0.03750000074505806,0.03750000074505806,0.4658333456516266,0.4658333456516266,0.4658333456516266,0.5354166781902313,0.5354166781902313,0.5354166781902313,0.4875000107288361,0.4875000107288361,0.4875000107288361,0.5025000166893006,0.5025000166893006,0.5025000166893006
1425,0.7004166817665101,0.7004166817665101,0.7004166817665101,0.0375000013038516,0.0375000013038516,0.0375000013038516,0.4704166758060455,0.4704166758060455,0.4704166758060455,0.5466666853427887,0.5466666853427887,0.5466666853427887,0.5033333480358124,0.5033333480358124,0.5033333480358124,0.5270833504199982,0.5270833504199982,0.5270833504199982
1450,0.6108333492279052,0.6108333492279052,0.6108333492279052,0.029583334177732467,0.029583334177732467,0.029583334177732467,0.44791668176651,0.44791668176651,0.44791668176651,0.5362500095367432,0.5362500095367432,0.5362500095367432,0.5079166817665101,0.5079166817665101,0.5079166817665101,0.5079166793823242,0.5079166793823242,0.5079166793823242
1475,0.6275000178813934,0.6275000178813934,0.6275000178813934,0.04083333425223827,0.04083333425223827,0.04083333425223827,0.4808333468437195,0.4808333468437195,0.4808333468437195,0.5208333468437195,0.5208333468437195,0.5208333468437195,0.49666668176651,0.49666668176651,0.49666668176651,0.49333334565162656,0.49333334565162656,0.49333334565162656
1500,0.5658333492279053,0.5658333492279053,0.5658333492279053,0.03166666757315397,0.03166666757315397,0.03166666757315397,0.4533333456516266,0.4533333456516266,0.4533333456516266,0.5475000202655792,0.5475000202655792,0.5475000202655792,0.511666682958603,0.511666682958603,0.511666682958603,0.517500011920929,0.517500011920929,0.517500011920929
1525,0.5979166841506958,0.5979166841506958,0.5979166841506958,0.03708333432674408,0.03708333432674408,0.03708333432674408,0.46250001072883606,0.46250001072883606,0.46250001072883606,0.5629166877269745,0.5629166877269745,0.5629166877269745,0.5287500178813934,0.5287500178813934,0.5287500178813934,0.5312500214576721,0.5312500214576721,0.5312500214576721
1550,0.670833352804184,0.670833352804184,0.670833352804184,0.033333334140479565,0.033333334140479565,0.033333334140479565,0.49000001192092896,0.49000001192092896,0.49000001192092896,0.5625000190734863,0.5625000190734863,0.5625000190734863,0.5216666805744171,0.5216666805744171,0.5216666805744171,0.5341666865348816,0.5341666865348816,0.5341666865348816
1575,0.6466666805744171,0.6466666805744171,0.6466666805744171,0.036666667498648164,0.036666667498648164,0.036666667498648164,0.49875001430511473,0.49875001430511473,0.49875001430511473,0.5433333492279053,0.5433333492279053,0.5433333492279053,0.548750011920929,0.548750011920929,0.548750011920929,0.5416666805744171,0.5416666805744171,0.5416666805744171
1600,0.6854166889190674,0.6854166889190674,0.6854166889190674,0.03916666775941849,0.03916666775941849,0.03916666775941849,0.4920833456516266,0.4920833456516266,0.4920833456516266,0.5525000190734863,0.5525000190734863,0.5525000190734863,0.5158333480358124,0.5158333480358124,0.5158333480358124,0.5195833456516266,0.5195833456516266,0.5195833456516266
1625,0.7450000119209289,0.7450000119209289,0.7450000119209289,0.03291666764765978,0.03291666764765978,0.03291666764765978,0.5000000131130219,0.5000000131130219,0.5000000131130219,0.5591666901111603,0.5591666901111603,0.5591666901111603,0.5420833516120911,0.5420833516120911,0.5420833516120911,0.5516666841506958,0.5516666841506958,0.5516666841506958
1650,0.753333351612091,0.753333351612091,0.753333351612091,0.03791666738688946,0.03791666738688946,0.03791666738688946,0.4754166805744171,0.4754166805744171,0.4754166805744171,0.5737500214576721,0.5737500214576721,0.5737500214576721,0.5583333468437195,0.5583333468437195,0.5583333468437195,0.5475000178813935,0.5475000178813935,0.5475000178813935
1675,0.7208333539962769,0.7208333539962769,0.7208333539962769,0.02750000074505806,0.02750000074505806,0.02750000074505806,0.499583352804184,0.499583352804184,0.499583352804184,0.5550000202655793,0.5550000202655793,0.5550000202655793,0.5241666829586029,0.5241666829586029,0.5241666829586029,0.52916668176651,0.52916668176651,0.52916668176651
1700,0.7158333563804626,0.7158333563804626,0.7158333563804626,0.03541666764765978,0.03541666764765978,0.03541666764765978,0.4920833480358124,0.4920833480358124,0.4920833480358124,0.5804166865348815,0.5804166865348815,0.5804166865348815,0.5175000190734863,0.5175000190734863,0.5175000190734863,0.5400000178813934,0.5400000178813934,0.5400000178813934
1725,0.7158333599567414,0.7158333599567414,0.7158333599567414,0.04000000085681677,0.04000000085681677,0.04000000085681677,0.4933333492279053,0.4933333492279053,0.4933333492279053,0.5462500190734864,0.5462500190734864,0.5462500190734864,0.5500000154972077,0.5500000154972077,0.5500000154972077,0.5370833480358124,0.5370833480358124,0.5370833480358124
1750,0.6858333539962769,0.6858333539962769,0.6858333539962769,0.03541666746139526,0.03541666746139526,0.03541666746139526,0.5220833551883698,0.5220833551883698,0.5220833551883698,0.5800000238418579,0.5800000238418579,0.5800000238418579,0.5633333516120911,0.5633333516120911,0.5633333516120911,0.56416668176651,0.56416668176651,0.56416668176651
1775,0.7495833599567413,0.7495833599567413,0.7495833599567413,0.03166666742414236,0.03166666742414236,0.03166666742414236,0.530000022649765,0.530000022649765,0.530000022649765,0.59541668176651,0.59541668176651,0.59541668176651,0.5595833492279053,0.5595833492279053,0.5595833492279053,0.5441666805744171,0.5441666805744171,0.5441666805744171
1800,0.7183333539962768,0.7183333539962768,0.7183333539962768,0.03750000070780515,0.03750000070780515,0.03750000070780515,0.530833352804184,0.530833352804184,0.530833352804184,0.60541668176651,0.60541668176651,0.60541668176651,0.5675000226497651,0.5675000226497651,0.5675000226497651,0.5791666829586029,0.5791666829586029,0.5791666829586029
1825,0.7095833563804627,0.7095833563804627,0.7095833563804627,0.032916667461395266,0.032916667461395266,0.032916667461395266,0.5425000202655792,0.5425000202655792,0.5425000202655792,0.5900000202655792,0.5900000202655792,0.5900000202655792,0.5679166853427887,0.5679166853427887,0.5679166853427887,0.5645833551883698,0.5645833551883698,0.5645833551883698
1850,0.7512500262260438,0.7512500262260438,0.7512500262260438,0.037500000968575475,0.037500000968575475,0.037500000968575475,0.5391666805744171,0.5391666805744171,0.5391666805744171,0.574166682958603,0.574166682958603,0.574166682958603,0.5466666889190673,0.5466666889190673,0.5466666889190673,0.5566666877269745,0.5566666877269745,0.5566666877269745
1875,0.7366666889190674,0.7366666889190674,0.7366666889190674,0.035416667573153975,0.035416667573153975,0.035416667573153975,0.523750011920929,0.523750011920929,0.523750011920929,0.6062500238418579,0.6062500238418579,0.6062500238418579,0.5737500178813935,0.5737500178813935,0.5737500178813935,0.5716666758060456,0.5716666758060456,0.5716666758060456
1900,0.7254166841506958,0.7254166841506958,0.7254166841506958,0.03500000074505806,0.03500000074505806,0.03500000074505806,0.5216666805744171,0.5216666805744171,0.5216666805744171,0.5912500131130218,0.5912500131130218,0.5912500131130218,0.5616666769981384,0.5616666769981384,0.5616666769981384,0.5762500202655793,0.5762500202655793,0.5762500202655793
1925,0.7029166889190673,0.7029166889190673,0.7029166889190673,0.037500000968575475,0.037500000968575475,0.037500000968575475,0.5225000131130219,0.5225000131130219,0.5225000131130219,0.569166682958603,0.569166682958603,0.569166682958603,0.5650000190734863,0.5650000190734863,0.5650000190734863,0.5658333504199982,0.5658333504199982,0.5658333504199982
1950,0.7220833563804626,0.7220833563804626,0.7220833563804626,0.03125000089406967,0.03125000089406967,0.03125000089406967,0.5345833480358124,0.5345833480358124,0.5345833480358124,0.5975000143051148,0.5975000143051148,0.5975000143051148,0.5645833492279053,0.5645833492279053,0.5645833492279053,0.5687500202655792,0.5687500202655792,0.5687500202655792
1975,0.7425000190734863,0.7425000190734863,0.7425000190734863,0.032083334140479564,0.032083334140479564,0.032083334140479564,0.5479166841506958,0.5479166841506958,0.5479166841506958,0.5966666853427887,0.5966666853427887,0.5966666853427887,0.578333352804184,0.578333352804184,0.578333352804184,0.5858333563804626,0.5858333563804626,0.5858333563804626
