scene_name,success_rate,collision_rate,goal_reach_rate,final_goal_dist,avg_speed,fill_rate,slit_slot,power_mean,exposure_mean,gain_mean,steps,stop_reason,episode_idx,method,method_label,checkpoint
glare,0.0,1.0,0.0,1.8317294120788574,0.6856829524040222,0.5875952243804932,far_right,0.4219591021537781,0.3944021165370941,0.5017173290252686,25,collision,0,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,0.0,1.0,0.0,1.8095117807388306,0.6564565300941467,0.545132577419281,far_left,0.42790964245796204,0.41206857562065125,0.504806399345398,24,collision,1,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,0.0,1.0,0.0,1.784301519393921,0.6814420819282532,0.5452777743339539,far_left,0.4342253506183624,0.4270385503768921,0.5049979090690613,26,collision,2,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.030588941648602486,0.6563695669174194,0.7510368824005127,far_right,0.4076138436794281,0.3664810359477997,0.5093793869018555,60,timeout,3,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.1779439002275467,0.6686915159225464,0.7571084499359131,far_right,0.4097577929496765,0.37003570795059204,0.5085875988006592,60,timeout,4,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,0.0,1.0,0.0,1.7923170328140259,0.6674627661705017,0.5216435194015503,far_left,0.4303581118583679,0.41793662309646606,0.5048245191574097,26,collision,5,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.16193270683288574,0.6265599131584167,0.7454885840415955,right,0.4078732430934906,0.366626113653183,0.5093104243278503,60,timeout,6,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.13820208609104156,0.6507886052131653,0.7288074493408203,far_right,0.4095298647880554,0.3693811297416687,0.5086591839790344,60,timeout,7,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.2150357961654663,0.644197940826416,0.751444399356842,far_right,0.4077931344509125,0.3666742444038391,0.5093483924865723,60,timeout,8,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.10770843178033829,0.6241264939308167,0.7749253511428833,right,0.40781739354133606,0.36681869626045227,0.5093764662742615,60,timeout,9,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,0.0,1.0,0.0,1.6421189308166504,0.7254721522331238,0.48354312777519226,left,0.4208499789237976,0.3943948447704315,0.5041286945343018,25,collision,10,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,0.0,1.0,0.0,1.7817891836166382,0.6632521152496338,0.5128868818283081,far_right,0.4198527932167053,0.3891555070877075,0.5030950903892517,28,collision,11,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.12530291080474854,0.6573362350463867,0.7418524026870728,far_right,0.4098808467388153,0.36964359879493713,0.5085188150405884,60,timeout,12,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.1959581822156906,0.6598788499832153,0.7431014180183411,far_right,0.40880465507507324,0.36866456270217896,0.5089704990386963,60,timeout,13,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.15186120569705963,0.6219898462295532,0.7621045708656311,right,0.4075404405593872,0.3669595420360565,0.5093293786048889,60,timeout,14,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.1598079651594162,0.6174796223640442,0.7710069417953491,left,0.40726515650749207,0.36680081486701965,0.5092369318008423,60,timeout,15,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.07374309003353119,0.6281725764274597,0.7638962268829346,left,0.40890735387802124,0.3681727945804596,0.5091493725776672,60,timeout,16,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.129166379570961,0.6273244619369507,0.7728660702705383,far_left,0.40974435210227966,0.3728340268135071,0.5082132816314697,60,timeout,17,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.21855531632900238,0.6571817994117737,0.7578511238098145,far_left,0.42059940099716187,0.40145382285118103,0.5043696165084839,60,timeout,18,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.22354361414909363,0.6155378222465515,0.7551142573356628,far_left,0.40967613458633423,0.37396395206451416,0.5074736475944519,60,timeout,19,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,1.0,0.0,1.0,0.13521741330623627,0.6105708479881287,0.7618079781532288,left,0.40800318121910095,0.36863628029823303,0.5089114308357239,60,timeout,20,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,0.0,1.0,0.0,1.8104344606399536,0.6795243620872498,0.5476874113082886,far_right,0.42063143849372864,0.39141571521759033,0.5024887323379517,27,collision,21,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
glare,0.0,1.0,0.0,1.7879832983016968,0.6859568953514099,0.5400363206863403,far_left,0.43303024768829346,0.4243689477443695,0.5047840476036072,27,collision,22,nondiff,Non-diff learned camera,checkpoint/2026-05-09-22-34-42/checkpoint0014.pth
