Step,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - loss,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - loss__MIN,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - loss__MAX,cam-fixed_grad-detached_depth-zero_20260509_164843 - loss,cam-fixed_grad-detached_depth-zero_20260509_164843 - loss__MIN,cam-fixed_grad-detached_depth-zero_20260509_164843 - loss__MAX,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - loss,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - loss__MIN,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - loss__MAX,cam-learned_grad-detached_depth-depth_20260509_154546 - loss,cam-learned_grad-detached_depth-depth_20260509_154546 - loss__MIN,cam-learned_grad-detached_depth-depth_20260509_154546 - loss__MAX,cam-fixed_grad-detached_depth-depth_20260509_154520 - loss,cam-fixed_grad-detached_depth-depth_20260509_154520 - loss__MIN,cam-fixed_grad-detached_depth-depth_20260509_154520 - loss__MAX,cam-learned_grad-full_depth-depth_20260509_154244 - loss,cam-learned_grad-full_depth-depth_20260509_154244 - loss__MIN,cam-learned_grad-full_depth-depth_20260509_154244 - loss__MAX
275,1.456975221633911,1.456975221633911,1.456975221633911,1.77165123462677,1.77165123462677,1.77165123462677,2.025465989112854,2.025465989112854,2.025465989112854,1.9708007431030274,1.9708007431030274,1.9708007431030274,2.0502831506729127,2.0502831506729127,2.0502831506729127,2.019920754432678,2.019920754432678,2.019920754432678
300,1.457268919944763,1.457268919944763,1.457268919944763,1.5773169851303102,1.5773169851303102,1.5773169851303102,1.8072074270248413,1.8072074270248413,1.8072074270248413,1.8240917825698852,1.8240917825698852,1.8240917825698852,1.8608291387557983,1.8608291387557983,1.8608291387557983,1.8472267961502076,1.8472267961502076,1.8472267961502076
325,1.449289388656616,1.449289388656616,1.449289388656616,1.3831787729263305,1.3831787729263305,1.3831787729263305,1.7203688526153564,1.7203688526153564,1.7203688526153564,1.7345356559753418,1.7345356559753418,1.7345356559753418,1.7900602960586547,1.7900602960586547,1.7900602960586547,1.7661871576309205,1.7661871576309205,1.7661871576309205
350,1.449358501434326,1.449358501434326,1.449358501434326,1.3292016458511353,1.3292016458511353,1.3292016458511353,1.6475702762603759,1.6475702762603759,1.6475702762603759,1.7268933868408203,1.7268933868408203,1.7268933868408203,1.771637511253357,1.771637511253357,1.771637511253357,1.7672842454910278,1.7672842454910278,1.7672842454910278
375,1.451461491584778,1.451461491584778,1.451461491584778,1.2379647922515868,1.2379647922515868,1.2379647922515868,1.5886020278930664,1.5886020278930664,1.5886020278930664,1.6991833019256593,1.6991833019256593,1.6991833019256593,1.7291668367385864,1.7291668367385864,1.7291668367385864,1.702950234413147,1.702950234413147,1.702950234413147
400,1.426779356002808,1.426779356002808,1.426779356002808,1.21746901512146,1.21746901512146,1.21746901512146,1.587806329727173,1.587806329727173,1.587806329727173,1.6635882425308228,1.6635882425308228,1.6635882425308228,1.6209375381469726,1.6209375381469726,1.6209375381469726,1.678982481956482,1.678982481956482,1.678982481956482
425,1.430654497146606,1.430654497146606,1.430654497146606,1.1914693069458009,1.1914693069458009,1.1914693069458009,1.5963422203063964,1.5963422203063964,1.5963422203063964,1.6378417301177979,1.6378417301177979,1.6378417301177979,1.6303007221221923,1.6303007221221923,1.6303007221221923,1.6543362903594971,1.6543362903594971,1.6543362903594971
450,1.437234797477722,1.437234797477722,1.437234797477722,1.1526431322097779,1.1526431322097779,1.1526431322097779,1.554189395904541,1.554189395904541,1.554189395904541,1.661180419921875,1.661180419921875,1.661180419921875,1.6686187410354614,1.6686187410354614,1.6686187410354614,1.668211441040039,1.668211441040039,1.668211441040039
475,1.395804281234741,1.395804281234741,1.395804281234741,1.1286091232299804,1.1286091232299804,1.1286091232299804,1.5228576755523682,1.5228576755523682,1.5228576755523682,1.6124615621566774,1.6124615621566774,1.6124615621566774,1.5743420124053955,1.5743420124053955,1.5743420124053955,1.6108345794677734,1.6108345794677734,1.6108345794677734
500,1.413781113624573,1.413781113624573,1.413781113624573,1.0756398820877076,1.0756398820877076,1.0756398820877076,1.5181300449371338,1.5181300449371338,1.5181300449371338,1.5981803464889526,1.5981803464889526,1.5981803464889526,1.5760578632354736,1.5760578632354736,1.5760578632354736,1.6015231609344482,1.6015231609344482,1.6015231609344482
525,1.43147952079773,1.43147952079773,1.43147952079773,1.051646876335144,1.051646876335144,1.051646876335144,1.4949267673492432,1.4949267673492432,1.4949267673492432,1.5848249101638794,1.5848249101638794,1.5848249101638794,1.5782492351531983,1.5782492351531983,1.5782492351531983,1.586900544166565,1.586900544166565,1.586900544166565
550,1.443521499633789,1.443521499633789,1.443521499633789,1.0620367002487183,1.0620367002487183,1.0620367002487183,1.5043693923950194,1.5043693923950194,1.5043693923950194,1.589207010269165,1.589207010269165,1.589207010269165,1.5735716724395752,1.5735716724395752,1.5735716724395752,1.6003628158569336,1.6003628158569336,1.6003628158569336
575,1.422294569015503,1.422294569015503,1.422294569015503,1.0581637024879456,1.0581637024879456,1.0581637024879456,1.5201656055450439,1.5201656055450439,1.5201656055450439,1.5567748308181764,1.5567748308181764,1.5567748308181764,1.5360756874084474,1.5360756874084474,1.5360756874084474,1.5911361122131347,1.5911361122131347,1.5911361122131347
600,1.395600924491882,1.395600924491882,1.395600924491882,1.0302514219284058,1.0302514219284058,1.0302514219284058,1.4837423992156982,1.4837423992156982,1.4837423992156982,1.5484722900390624,1.5484722900390624,1.5484722900390624,1.5168016719818116,1.5168016719818116,1.5168016719818116,1.5544824171066285,1.5544824171066285,1.5544824171066285
625,1.413949961662293,1.413949961662293,1.413949961662293,1.0406740283966065,1.0406740283966065,1.0406740283966065,1.4874373769760132,1.4874373769760132,1.4874373769760132,1.5749100160598755,1.5749100160598755,1.5749100160598755,1.5299170589447022,1.5299170589447022,1.5299170589447022,1.5798411273956299,1.5798411273956299,1.5798411273956299
650,1.393616127967835,1.393616127967835,1.393616127967835,1.003898708820343,1.003898708820343,1.003898708820343,1.472346510887146,1.472346510887146,1.472346510887146,1.5133935737609863,1.5133935737609863,1.5133935737609863,1.4920654678344727,1.4920654678344727,1.4920654678344727,1.5261501216888427,1.5261501216888427,1.5261501216888427
675,1.413144617080689,1.413144617080689,1.413144617080689,1.003513391017914,1.003513391017914,1.003513391017914,1.4574890232086182,1.4574890232086182,1.4574890232086182,1.535236692428589,1.535236692428589,1.535236692428589,1.5145958328247071,1.5145958328247071,1.5145958328247071,1.5628409051895142,1.5628409051895142,1.5628409051895142
700,1.444758191108704,1.444758191108704,1.444758191108704,1.0122757577896118,1.0122757577896118,1.0122757577896118,1.4659109067916871,1.4659109067916871,1.4659109067916871,1.5126787757873534,1.5126787757873534,1.5126787757873534,1.4942592763900757,1.4942592763900757,1.4942592763900757,1.5108367013931274,1.5108367013931274,1.5108367013931274
725,1.421665840148926,1.421665840148926,1.421665840148926,0.9868145418167115,0.9868145418167115,0.9868145418167115,1.4617784070968627,1.4617784070968627,1.4617784070968627,1.542325029373169,1.542325029373169,1.542325029373169,1.4963493156433105,1.4963493156433105,1.4963493156433105,1.5332405424118043,1.5332405424118043,1.5332405424118043
750,1.403291521072388,1.403291521072388,1.403291521072388,0.9935784888267517,0.9935784888267517,0.9935784888267517,1.4576974868774415,1.4576974868774415,1.4576974868774415,1.5384414100646973,1.5384414100646973,1.5384414100646973,1.479918704032898,1.479918704032898,1.479918704032898,1.5227714729309083,1.5227714729309083,1.5227714729309083
775,1.434436073303223,1.434436073303223,1.434436073303223,0.990371823310852,0.990371823310852,0.990371823310852,1.4656385040283204,1.4656385040283204,1.4656385040283204,1.5296079397201539,1.5296079397201539,1.5296079397201539,1.504779200553894,1.504779200553894,1.504779200553894,1.5283925724029541,1.5283925724029541,1.5283925724029541
800,1.415381617546082,1.415381617546082,1.415381617546082,0.9876558327674866,0.9876558327674866,0.9876558327674866,1.4306946229934692,1.4306946229934692,1.4306946229934692,1.5106796264648437,1.5106796264648437,1.5106796264648437,1.4923004579544068,1.4923004579544068,1.4923004579544068,1.5087527275085448,1.5087527275085448,1.5087527275085448
825,1.450917139053345,1.450917139053345,1.450917139053345,0.9927671933174134,0.9927671933174134,0.9927671933174134,1.480703229904175,1.480703229904175,1.480703229904175,1.517116117477417,1.517116117477417,1.517116117477417,1.4974508094787597,1.4974508094787597,1.4974508094787597,1.5247291135787964,1.5247291135787964,1.5247291135787964
850,1.481456179618835,1.481456179618835,1.481456179618835,0.9911559200286866,0.9911559200286866,0.9911559200286866,1.4768810224533082,1.4768810224533082,1.4768810224533082,1.492903666496277,1.492903666496277,1.492903666496277,1.4929227113723755,1.4929227113723755,1.4929227113723755,1.536373839378357,1.536373839378357,1.536373839378357
875,1.43430392742157,1.43430392742157,1.43430392742157,0.9741639804840088,0.9741639804840088,0.9741639804840088,1.4436985921859742,1.4436985921859742,1.4436985921859742,1.494244899749756,1.494244899749756,1.494244899749756,1.4565276384353638,1.4565276384353638,1.4565276384353638,1.49611328125,1.49611328125,1.49611328125
900,1.42188205242157,1.42188205242157,1.42188205242157,0.9615583205223084,0.9615583205223084,0.9615583205223084,1.4461017084121703,1.4461017084121703,1.4461017084121703,1.4925797033309935,1.4925797033309935,1.4925797033309935,1.4635635375976563,1.4635635375976563,1.4635635375976563,1.4948755884170533,1.4948755884170533,1.4948755884170533
925,1.395306496620178,1.395306496620178,1.395306496620178,0.9631978034973144,0.9631978034973144,0.9631978034973144,1.442870192527771,1.442870192527771,1.442870192527771,1.4727984476089477,1.4727984476089477,1.4727984476089477,1.4498543882369994,1.4498543882369994,1.4498543882369994,1.4847554874420166,1.4847554874420166,1.4847554874420166
950,1.381961965560913,1.381961965560913,1.381961965560913,0.9698907399177551,0.9698907399177551,0.9698907399177551,1.4434620237350464,1.4434620237350464,1.4434620237350464,1.462310905456543,1.462310905456543,1.462310905456543,1.4413224935531617,1.4413224935531617,1.4413224935531617,1.4728738164901733,1.4728738164901733,1.4728738164901733
975,1.393971791267395,1.393971791267395,1.393971791267395,0.960330319404602,0.960330319404602,0.960330319404602,1.4371537351608277,1.4371537351608277,1.4371537351608277,1.4583989667892456,1.4583989667892456,1.4583989667892456,1.443505368232727,1.443505368232727,1.443505368232727,1.47400146484375,1.47400146484375,1.47400146484375
1000,1.414990754127502,1.414990754127502,1.414990754127502,0.9631290912628174,0.9631290912628174,0.9631290912628174,1.4342895078659057,1.4342895078659057,1.4342895078659057,1.46212628364563,1.46212628364563,1.46212628364563,1.4460599756240844,1.4460599756240844,1.4460599756240844,1.4572314071655272,1.4572314071655272,1.4572314071655272
1025,1.404165291786194,1.404165291786194,1.404165291786194,0.9614298677444458,0.9614298677444458,0.9614298677444458,1.4298250770568848,1.4298250770568848,1.4298250770568848,1.4513774013519287,1.4513774013519287,1.4513774013519287,1.4314352178573608,1.4314352178573608,1.4314352178573608,1.4614473628997802,1.4614473628997802,1.4614473628997802
1050,1.426593384742737,1.426593384742737,1.426593384742737,0.9703043460845947,0.9703043460845947,0.9703043460845947,1.4469980525970458,1.4469980525970458,1.4469980525970458,1.4781918621063233,1.4781918621063233,1.4781918621063233,1.4469975233078003,1.4469975233078003,1.4469975233078003,1.480919222831726,1.480919222831726,1.480919222831726
1075,1.439464735984802,1.439464735984802,1.439464735984802,0.963254451751709,0.963254451751709,0.963254451751709,1.4562710475921632,1.4562710475921632,1.4562710475921632,1.4798857307434081,1.4798857307434081,1.4798857307434081,1.4570145559310914,1.4570145559310914,1.4570145559310914,1.4784013652801513,1.4784013652801513,1.4784013652801513
1100,1.474144268035889,1.474144268035889,1.474144268035889,0.9587667465209961,0.9587667465209961,0.9587667465209961,1.4539304924011232,1.4539304924011232,1.4539304924011232,1.4717791652679444,1.4717791652679444,1.4717791652679444,1.453685941696167,1.453685941696167,1.453685941696167,1.4704006481170655,1.4704006481170655,1.4704006481170655
1125,1.433297319412231,1.433297319412231,1.433297319412231,0.9542664837837219,0.9542664837837219,0.9542664837837219,1.4263951015472411,1.4263951015472411,1.4263951015472411,1.4477466869354247,1.4477466869354247,1.4477466869354247,1.4243864870071412,1.4243864870071412,1.4243864870071412,1.447567057609558,1.447567057609558,1.447567057609558
1150,1.441863598823547,1.441863598823547,1.441863598823547,0.952068338394165,0.952068338394165,0.952068338394165,1.4233596086502076,1.4233596086502076,1.4233596086502076,1.451358332633972,1.451358332633972,1.451358332633972,1.4230522680282593,1.4230522680282593,1.4230522680282593,1.4564221096038819,1.4564221096038819,1.4564221096038819
1175,1.437699384689331,1.437699384689331,1.437699384689331,0.9436670589447022,0.9436670589447022,0.9436670589447022,1.4272132349014282,1.4272132349014282,1.4272132349014282,1.4425547266006469,1.4425547266006469,1.4425547266006469,1.4102364730834962,1.4102364730834962,1.4102364730834962,1.433472990989685,1.433472990989685,1.433472990989685
1200,1.403694491386414,1.403694491386414,1.403694491386414,0.9534249043464661,0.9534249043464661,0.9534249043464661,1.4277359914779664,1.4277359914779664,1.4277359914779664,1.4530862379074097,1.4530862379074097,1.4530862379074097,1.4204110527038574,1.4204110527038574,1.4204110527038574,1.4529269123077393,1.4529269123077393,1.4529269123077393
1225,1.396919240951538,1.396919240951538,1.396919240951538,0.9504279780387879,0.9504279780387879,0.9504279780387879,1.41165367603302,1.41165367603302,1.41165367603302,1.4455544805526734,1.4455544805526734,1.4455544805526734,1.4106936025619508,1.4106936025619508,1.4106936025619508,1.4422139644622802,1.4422139644622802,1.4422139644622802
1250,1.382434763908386,1.382434763908386,1.382434763908386,0.9575917983055114,0.9575917983055114,0.9575917983055114,1.431761679649353,1.431761679649353,1.431761679649353,1.4344704675674438,1.4344704675674438,1.4344704675674438,1.40658531665802,1.40658531665802,1.40658531665802,1.4403408813476561,1.4403408813476561,1.4403408813476561
1275,1.425632095336914,1.425632095336914,1.425632095336914,0.9538138604164124,0.9538138604164124,0.9538138604164124,1.4283716154098511,1.4283716154098511,1.4283716154098511,1.4608775234222413,1.4608775234222413,1.4608775234222413,1.430524878501892,1.430524878501892,1.430524878501892,1.463031210899353,1.463031210899353,1.463031210899353
1300,1.383261976242065,1.383261976242065,1.383261976242065,0.945955913066864,0.945955913066864,0.945955913066864,1.4090158319473267,1.4090158319473267,1.4090158319473267,1.4068647956848144,1.4068647956848144,1.4068647956848144,1.3817857217788696,1.3817857217788696,1.3817857217788696,1.401085343360901,1.401085343360901,1.401085343360901
1325,1.404455323219299,1.404455323219299,1.404455323219299,0.9636166572570801,0.9636166572570801,0.9636166572570801,1.4222191429138185,1.4222191429138185,1.4222191429138185,1.450851607322693,1.450851607322693,1.450851607322693,1.4186379718780517,1.4186379718780517,1.4186379718780517,1.4407497787475585,1.4407497787475585,1.4407497787475585
1350,1.423610773086548,1.423610773086548,1.423610773086548,0.9453822445869445,0.9453822445869445,0.9453822445869445,1.4311051607131957,1.4311051607131957,1.4311051607131957,1.4307951402664185,1.4307951402664185,1.4307951402664185,1.405423355102539,1.405423355102539,1.405423355102539,1.431176824569702,1.431176824569702,1.431176824569702
1375,1.435078592300415,1.435078592300415,1.435078592300415,0.9453340601921082,0.9453340601921082,0.9453340601921082,1.4109754800796508,1.4109754800796508,1.4109754800796508,1.4688211488723755,1.4688211488723755,1.4688211488723755,1.4291403150558473,1.4291403150558473,1.4291403150558473,1.453677487373352,1.453677487373352,1.453677487373352
1400,1.412506995201111,1.412506995201111,1.412506995201111,0.9439886617660522,0.9439886617660522,0.9439886617660522,1.4217243480682373,1.4217243480682373,1.4217243480682373,1.446615891456604,1.446615891456604,1.446615891456604,1.419075469970703,1.419075469970703,1.419075469970703,1.4417568588256835,1.4417568588256835,1.4417568588256835
1425,1.382287855148316,1.382287855148316,1.382287855148316,0.934964907169342,0.934964907169342,0.934964907169342,1.4102234935760498,1.4102234935760498,1.4102234935760498,1.4055289554595947,1.4055289554595947,1.4055289554595947,1.3798187971115112,1.3798187971115112,1.3798187971115112,1.4050760984420776,1.4050760984420776,1.4050760984420776
1450,1.416948890686035,1.416948890686035,1.416948890686035,0.9377939486503601,0.9377939486503601,0.9377939486503601,1.399671392440796,1.399671392440796,1.399671392440796,1.440279655456543,1.440279655456543,1.440279655456543,1.4117372798919678,1.4117372798919678,1.4117372798919678,1.436783595085144,1.436783595085144,1.436783595085144
1475,1.45048159122467,1.45048159122467,1.45048159122467,0.9413123035430908,0.9413123035430908,0.9413123035430908,1.419306755065918,1.419306755065918,1.419306755065918,1.4527669286727904,1.4527669286727904,1.4527669286727904,1.4182335090637208,1.4182335090637208,1.4182335090637208,1.4414842176437377,1.4414842176437377,1.4414842176437377
1500,1.422902674674988,1.422902674674988,1.422902674674988,0.9380431079864502,0.9380431079864502,0.9380431079864502,1.3944771718978881,1.3944771718978881,1.3944771718978881,1.4199661588668824,1.4199661588668824,1.4199661588668824,1.39208167552948,1.39208167552948,1.39208167552948,1.4196579122543336,1.4196579122543336,1.4196579122543336
1525,1.435197024345398,1.435197024345398,1.435197024345398,0.9441308879852295,0.9441308879852295,0.9441308879852295,1.4210293912887573,1.4210293912887573,1.4210293912887573,1.443468346595764,1.443468346595764,1.443468346595764,1.4144242000579834,1.4144242000579834,1.4144242000579834,1.4394701290130616,1.4394701290130616,1.4394701290130616
1550,1.413866219520569,1.413866219520569,1.413866219520569,0.9476543974876404,0.9476543974876404,0.9476543974876404,1.4039424419403077,1.4039424419403077,1.4039424419403077,1.4211548614501952,1.4211548614501952,1.4211548614501952,1.3963621044158936,1.3963621044158936,1.3963621044158936,1.4152002477645873,1.4152002477645873,1.4152002477645873
1575,1.389410300254822,1.389410300254822,1.389410300254822,0.9517393231391906,0.9517393231391906,0.9517393231391906,1.4014065551757813,1.4014065551757813,1.4014065551757813,1.40722806930542,1.40722806930542,1.40722806930542,1.3803894805908203,1.3803894805908203,1.3803894805908203,1.3995090103149415,1.3995090103149415,1.3995090103149415
1600,1.393142223358154,1.393142223358154,1.393142223358154,0.9339165496826172,0.9339165496826172,0.9339165496826172,1.3886783933639526,1.3886783933639526,1.3886783933639526,1.4355316352844238,1.4355316352844238,1.4355316352844238,1.4000464534759522,1.4000464534759522,1.4000464534759522,1.4266417837142944,1.4266417837142944,1.4266417837142944
1625,1.39872633934021,1.39872633934021,1.39872633934021,0.9434550023078918,0.9434550023078918,0.9434550023078918,1.4228603315353394,1.4228603315353394,1.4228603315353394,1.4456136178970338,1.4456136178970338,1.4456136178970338,1.4169171810150147,1.4169171810150147,1.4169171810150147,1.4421278858184814,1.4421278858184814,1.4421278858184814
1650,1.389688296318054,1.389688296318054,1.389688296318054,0.9444011735916138,0.9444011735916138,0.9444011735916138,1.413404679298401,1.413404679298401,1.413404679298401,1.4310015392303468,1.4310015392303468,1.4310015392303468,1.400457534790039,1.400457534790039,1.400457534790039,1.4242102336883544,1.4242102336883544,1.4242102336883544
1675,1.375612516403198,1.375612516403198,1.375612516403198,0.9279337215423584,0.9279337215423584,0.9279337215423584,1.4010986661911011,1.4010986661911011,1.4010986661911011,1.4219232559204102,1.4219232559204102,1.4219232559204102,1.3897581243515014,1.3897581243515014,1.3897581243515014,1.4190947532653808,1.4190947532653808,1.4190947532653808
1700,1.392854771614075,1.392854771614075,1.392854771614075,0.9380089497566223,0.9380089497566223,0.9380089497566223,1.4052017211914063,1.4052017211914063,1.4052017211914063,1.438381814956665,1.438381814956665,1.438381814956665,1.4060747909545899,1.4060747909545899,1.4060747909545899,1.4321597385406495,1.4321597385406495,1.4321597385406495
1725,1.405486354827881,1.405486354827881,1.405486354827881,0.937970004081726,0.937970004081726,0.937970004081726,1.4286755895614625,1.4286755895614625,1.4286755895614625,1.4368531465530396,1.4368531465530396,1.4368531465530396,1.4055654525756835,1.4055654525756835,1.4055654525756835,1.4296910572052002,1.4296910572052002,1.4296910572052002
1750,1.409684953689575,1.409684953689575,1.409684953689575,0.934456787109375,0.934456787109375,0.934456787109375,1.4113040971755981,1.4113040971755981,1.4113040971755981,1.442313084602356,1.442313084602356,1.442313084602356,1.4128846693038941,1.4128846693038941,1.4128846693038941,1.4353799962997436,1.4353799962997436,1.4353799962997436
1775,1.39503258228302,1.39503258228302,1.39503258228302,0.9381992506980896,0.9381992506980896,0.9381992506980896,1.3814168453216553,1.3814168453216553,1.3814168453216553,1.4343434762954712,1.4343434762954712,1.4343434762954712,1.402977523803711,1.402977523803711,1.402977523803711,1.4270631170272827,1.4270631170272827,1.4270631170272827
1800,1.356263403892517,1.356263403892517,1.356263403892517,0.9218415498733521,0.9218415498733521,0.9218415498733521,1.371241464614868,1.371241464614868,1.371241464614868,1.389548544883728,1.389548544883728,1.389548544883728,1.3621121883392333,1.3621121883392333,1.3621121883392333,1.3849469804763794,1.3849469804763794,1.3849469804763794
1825,1.38680070400238,1.38680070400238,1.38680070400238,0.9322090196609497,0.9322090196609497,0.9322090196609497,1.4049974441528321,1.4049974441528321,1.4049974441528321,1.425971851348877,1.425971851348877,1.425971851348877,1.3942169189453124,1.3942169189453124,1.3942169189453124,1.417861065864563,1.417861065864563,1.417861065864563
1850,1.415531535148621,1.415531535148621,1.415531535148621,0.9484161281585693,0.9484161281585693,0.9484161281585693,1.4117316722869873,1.4117316722869873,1.4117316722869873,1.4511787176132203,1.4511787176132203,1.4511787176132203,1.4217475175857544,1.4217475175857544,1.4217475175857544,1.439878625869751,1.439878625869751,1.439878625869751
1875,1.398212990760803,1.398212990760803,1.398212990760803,0.9341383743286132,0.9341383743286132,0.9341383743286132,1.40334894657135,1.40334894657135,1.40334894657135,1.4329782676696778,1.4329782676696778,1.4329782676696778,1.405144248008728,1.405144248008728,1.405144248008728,1.4252492952346802,1.4252492952346802,1.4252492952346802
1900,1.371784672737122,1.371784672737122,1.371784672737122,0.9387146282196045,0.9387146282196045,0.9387146282196045,1.385105276107788,1.385105276107788,1.385105276107788,1.4037440347671508,1.4037440347671508,1.4037440347671508,1.3716387844085693,1.3716387844085693,1.3716387844085693,1.394162006378174,1.394162006378174,1.394162006378174
1925,1.387683010101318,1.387683010101318,1.387683010101318,0.9254951786994934,0.9254951786994934,0.9254951786994934,1.3894936656951904,1.3894936656951904,1.3894936656951904,1.4206657648086547,1.4206657648086547,1.4206657648086547,1.3919494724273682,1.3919494724273682,1.3919494724273682,1.4134521532058715,1.4134521532058715,1.4134521532058715
1950,1.385069894790649,1.385069894790649,1.385069894790649,0.928276720046997,0.928276720046997,0.928276720046997,1.3936349105834962,1.3936349105834962,1.3936349105834962,1.424586410522461,1.424586410522461,1.424586410522461,1.3926787757873536,1.3926787757873536,1.3926787757873536,1.4156627798080443,1.4156627798080443,1.4156627798080443
1975,1.369854426383972,1.369854426383972,1.369854426383972,0.9227615237236023,0.9227615237236023,0.9227615237236023,1.3811900949478149,1.3811900949478149,1.3811900949478149,1.4082938480377196,1.4082938480377196,1.4082938480377196,1.3781957578659059,1.3781957578659059,1.3781957578659059,1.3994095277786256,1.3994095277786256,1.3994095277786256
2000,1.386883397102356,1.386883397102356,1.386883397102356,0.9346128082275391,0.9346128082275391,0.9346128082275391,1.4104000806808472,1.4104000806808472,1.4104000806808472,1.428033137321472,1.428033137321472,1.428033137321472,1.4029681062698365,1.4029681062698365,1.4029681062698365,1.422389965057373,1.422389965057373,1.422389965057373
2025,1.362606821060181,1.362606821060181,1.362606821060181,0.9215565991401672,0.9215565991401672,0.9215565991401672,1.3902268600463867,1.3902268600463867,1.3902268600463867,1.3980304622650146,1.3980304622650146,1.3980304622650146,1.3677129745483398,1.3677129745483398,1.3677129745483398,1.387707691192627,1.387707691192627,1.387707691192627
