Step,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - loss,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - loss__MIN,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - loss__MAX,cam-fixed_grad-detached_depth-zero_20260509_164843 - loss,cam-fixed_grad-detached_depth-zero_20260509_164843 - loss__MIN,cam-fixed_grad-detached_depth-zero_20260509_164843 - loss__MAX,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - loss,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - loss__MIN,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - loss__MAX,cam-learned_grad-detached_depth-depth_20260509_154546 - loss,cam-learned_grad-detached_depth-depth_20260509_154546 - loss__MIN,cam-learned_grad-detached_depth-depth_20260509_154546 - loss__MAX,cam-fixed_grad-detached_depth-depth_20260509_154520 - loss,cam-fixed_grad-detached_depth-depth_20260509_154520 - loss__MIN,cam-fixed_grad-detached_depth-depth_20260509_154520 - loss__MAX,cam-learned_grad-full_depth-depth_20260509_154244 - loss,cam-learned_grad-full_depth-depth_20260509_154244 - loss__MIN,cam-learned_grad-full_depth-depth_20260509_154244 - loss__MAX
2050,1.364441561698914,1.364441561698914,1.364441561698914,0.9356598424911499,0.9356598424911499,0.9356598424911499,1.3822802639007568,1.3822802639007568,1.3822802639007568,1.4035570287704469,1.4035570287704469,1.4035570287704469,1.3733801603317262,1.3733801603317262,1.3733801603317262,1.3944311714172364,1.3944311714172364,1.3944311714172364
2075,1.374595561027527,1.374595561027527,1.374595561027527,0.9324380016326904,0.9324380016326904,0.9324380016326904,1.4050744724273683,1.4050744724273683,1.4050744724273683,1.413805284500122,1.413805284500122,1.413805284500122,1.383356943130493,1.383356943130493,1.383356943130493,1.403759846687317,1.403759846687317,1.403759846687317
2100,1.369974756240845,1.369974756240845,1.369974756240845,0.932599482536316,0.932599482536316,0.932599482536316,1.3930201101303101,1.3930201101303101,1.3930201101303101,1.4066006517410279,1.4066006517410279,1.4066006517410279,1.3779589033126831,1.3779589033126831,1.3779589033126831,1.3990516328811646,1.3990516328811646,1.3990516328811646
2125,1.390123014450073,1.390123014450073,1.390123014450073,0.9295755434036255,0.9295755434036255,0.9295755434036255,1.3860302925109864,1.3860302925109864,1.3860302925109864,1.426122031211853,1.426122031211853,1.426122031211853,1.395271487236023,1.395271487236023,1.395271487236023,1.4183382081985474,1.4183382081985474,1.4183382081985474
2150,1.37387469291687,1.37387469291687,1.37387469291687,0.9307160210609436,0.9307160210609436,0.9307160210609436,1.379967861175537,1.379967861175537,1.379967861175537,1.4081788635253907,1.4081788635253907,1.4081788635253907,1.3762363338470458,1.3762363338470458,1.3762363338470458,1.3976971292495728,1.3976971292495728,1.3976971292495728
2175,1.358314318656921,1.358314318656921,1.358314318656921,0.9289858388900757,0.9289858388900757,0.9289858388900757,1.378453679084778,1.378453679084778,1.378453679084778,1.4004149627685547,1.4004149627685547,1.4004149627685547,1.3702003288269042,1.3702003288269042,1.3702003288269042,1.390951108932495,1.390951108932495,1.390951108932495
2200,1.377140331268311,1.377140331268311,1.377140331268311,0.9357941007614136,0.9357941007614136,0.9357941007614136,1.379230546951294,1.379230546951294,1.379230546951294,1.412820110321045,1.412820110321045,1.412820110321045,1.380254111289978,1.380254111289978,1.380254111289978,1.4046423578262328,1.4046423578262328,1.4046423578262328
2225,1.378060083389282,1.378060083389282,1.378060083389282,0.9357755374908447,0.9357755374908447,0.9357755374908447,1.4159639358520508,1.4159639358520508,1.4159639358520508,1.4178256368637085,1.4178256368637085,1.4178256368637085,1.3908840131759643,1.3908840131759643,1.3908840131759643,1.4094934606552123,1.4094934606552123,1.4094934606552123
2250,1.372338910102844,1.372338910102844,1.372338910102844,0.9319371628761292,0.9319371628761292,0.9319371628761292,1.3939021587371827,1.3939021587371827,1.3939021587371827,1.409334979057312,1.409334979057312,1.409334979057312,1.3776284599304198,1.3776284599304198,1.3776284599304198,1.4032064151763917,1.4032064151763917,1.4032064151763917
2275,1.367541546821594,1.367541546821594,1.367541546821594,0.9159282326698304,0.9159282326698304,0.9159282326698304,1.3927524709701538,1.3927524709701538,1.3927524709701538,1.4025330114364625,1.4025330114364625,1.4025330114364625,1.3711744546890259,1.3711744546890259,1.3711744546890259,1.391073751449585,1.391073751449585,1.391073751449585
2300,1.376075911521912,1.376075911521912,1.376075911521912,0.9225314044952393,0.9225314044952393,0.9225314044952393,1.375043921470642,1.375043921470642,1.375043921470642,1.4098421049118042,1.4098421049118042,1.4098421049118042,1.3787126302719117,1.3787126302719117,1.3787126302719117,1.3997566986083985,1.3997566986083985,1.3997566986083985
2325,1.395727462768555,1.395727462768555,1.395727462768555,0.9349061274528503,0.9349061274528503,0.9349061274528503,1.387461576461792,1.387461576461792,1.387461576461792,1.430413508415222,1.430413508415222,1.430413508415222,1.3998907375335694,1.3998907375335694,1.3998907375335694,1.4206273317337037,1.4206273317337037,1.4206273317337037
2350,1.371523804664612,1.371523804664612,1.371523804664612,0.9301660752296448,0.9301660752296448,0.9301660752296448,1.4058245134353637,1.4058245134353637,1.4058245134353637,1.4023758125305177,1.4023758125305177,1.4023758125305177,1.3723767948150636,1.3723767948150636,1.3723767948150636,1.3945256185531616,1.3945256185531616,1.3945256185531616
2375,1.362368388175964,1.362368388175964,1.362368388175964,0.931128807067871,0.931128807067871,0.931128807067871,1.379688286781311,1.379688286781311,1.379688286781311,1.3969281816482544,1.3969281816482544,1.3969281816482544,1.3653807592391969,1.3653807592391969,1.3653807592391969,1.3882482290267943,1.3882482290267943,1.3882482290267943
2400,1.396952700614929,1.396952700614929,1.396952700614929,0.9337064790725708,0.9337064790725708,0.9337064790725708,1.378521203994751,1.378521203994751,1.378521203994751,1.4302841138839721,1.4302841138839721,1.4302841138839721,1.3993258380889892,1.3993258380889892,1.3993258380889892,1.4197993755340577,1.4197993755340577,1.4197993755340577
2425,1.381386823654175,1.381386823654175,1.381386823654175,0.9244349431991578,0.9244349431991578,0.9244349431991578,1.3829665899276733,1.3829665899276733,1.3829665899276733,1.419722638130188,1.419722638130188,1.419722638130188,1.3889525604248047,1.3889525604248047,1.3889525604248047,1.4081550407409669,1.4081550407409669,1.4081550407409669
2450,1.361365704536438,1.361365704536438,1.361365704536438,0.9250122761726379,0.9250122761726379,0.9250122761726379,1.3835800361633301,1.3835800361633301,1.3835800361633301,1.3938191986083985,1.3938191986083985,1.3938191986083985,1.3651292371749877,1.3651292371749877,1.3651292371749877,1.3852529096603394,1.3852529096603394,1.3852529096603394
2475,1.358772311210632,1.358772311210632,1.358772311210632,0.933112895488739,0.933112895488739,0.933112895488739,1.3680002355575562,1.3680002355575562,1.3680002355575562,1.3936949396133422,1.3936949396133422,1.3936949396133422,1.364939579963684,1.364939579963684,1.364939579963684,1.3859650850296021,1.3859650850296021,1.3859650850296021
2500,1.357092819213867,1.357092819213867,1.357092819213867,0.9208037734031678,0.9208037734031678,0.9208037734031678,1.3971228694915772,1.3971228694915772,1.3971228694915772,1.3918200206756592,1.3918200206756592,1.3918200206756592,1.362710428237915,1.362710428237915,1.362710428237915,1.3824009561538697,1.3824009561538697,1.3824009561538697
2525,1.372891321182251,1.372891321182251,1.372891321182251,0.9257047080993652,0.9257047080993652,0.9257047080993652,1.3862914085388183,1.3862914085388183,1.3862914085388183,1.4076108837127685,1.4076108837127685,1.4076108837127685,1.3768494939804077,1.3768494939804077,1.3768494939804077,1.3988374710083007,1.3988374710083007,1.3988374710083007
2550,1.35518575668335,1.35518575668335,1.35518575668335,0.9234413480758668,0.9234413480758668,0.9234413480758668,1.3640759801864624,1.3640759801864624,1.3640759801864624,1.391468367576599,1.391468367576599,1.391468367576599,1.3609304904937745,1.3609304904937745,1.3609304904937745,1.3823722887039185,1.3823722887039185,1.3823722887039185
2575,1.361637377738953,1.361637377738953,1.361637377738953,0.9217710065841674,0.9217710065841674,0.9217710065841674,1.3888765668869019,1.3888765668869019,1.3888765668869019,1.3941002988815308,1.3941002988815308,1.3941002988815308,1.3638858413696289,1.3638858413696289,1.3638858413696289,1.3850134754180907,1.3850134754180907,1.3850134754180907
2600,1.351112856864929,1.351112856864929,1.351112856864929,0.9267737555503845,0.9267737555503845,0.9267737555503845,1.3806415605545044,1.3806415605545044,1.3806415605545044,1.3871893501281738,1.3871893501281738,1.3871893501281738,1.3580161762237548,1.3580161762237548,1.3580161762237548,1.3790222644805907,1.3790222644805907,1.3790222644805907
2625,1.35513566493988,1.35513566493988,1.35513566493988,0.9264092540740967,0.9264092540740967,0.9264092540740967,1.3723440885543823,1.3723440885543823,1.3723440885543823,1.389241156578064,1.389241156578064,1.389241156578064,1.3591104221343995,1.3591104221343995,1.3591104221343995,1.380321559906006,1.380321559906006,1.380321559906006
2650,1.369386682510376,1.369386682510376,1.369386682510376,0.9241448330879212,0.9241448330879212,0.9241448330879212,1.3995790100097656,1.3995790100097656,1.3995790100097656,1.4020877933502198,1.4020877933502198,1.4020877933502198,1.374093861579895,1.374093861579895,1.374093861579895,1.3930775213241577,1.3930775213241577,1.3930775213241577
2675,1.393453259468079,1.393453259468079,1.393453259468079,0.9278214144706726,0.9278214144706726,0.9278214144706726,1.375722804069519,1.375722804069519,1.375722804069519,1.4274370527267457,1.4274370527267457,1.4274370527267457,1.3950596809387208,1.3950596809387208,1.3950596809387208,1.4174286031723022,1.4174286031723022,1.4174286031723022
2700,1.366129016876221,1.366129016876221,1.366129016876221,0.9218791174888611,0.9218791174888611,0.9218791174888611,1.3837711238861083,1.3837711238861083,1.3837711238861083,1.3976400470733643,1.3976400470733643,1.3976400470733643,1.3673067951202393,1.3673067951202393,1.3673067951202393,1.3878161191940308,1.3878161191940308,1.3878161191940308
2725,1.370047578811646,1.370047578811646,1.370047578811646,0.9139854431152343,0.9139854431152343,0.9139854431152343,1.361095905303955,1.361095905303955,1.361095905303955,1.4023768043518066,1.4023768043518066,1.4023768043518066,1.373698534965515,1.373698534965515,1.373698534965515,1.3935151672363282,1.3935151672363282,1.3935151672363282
2750,1.383153429031372,1.383153429031372,1.383153429031372,0.9277815580368042,0.9277815580368042,0.9277815580368042,1.3808440732955933,1.3808440732955933,1.3808440732955933,1.4172602605819702,1.4172602605819702,1.4172602605819702,1.387869906425476,1.387869906425476,1.387869906425476,1.4067660093307495,1.4067660093307495,1.4067660093307495
2775,1.360271649360657,1.360271649360657,1.360271649360657,0.9230423951148987,0.9230423951148987,0.9230423951148987,1.3788109159469604,1.3788109159469604,1.3788109159469604,1.3934096384048462,1.3934096384048462,1.3934096384048462,1.364686255455017,1.364686255455017,1.364686255455017,1.3843166399002076,1.3843166399002076,1.3843166399002076
2800,1.393017106056213,1.393017106056213,1.393017106056213,0.9309534740447998,0.9309534740447998,0.9309534740447998,1.3795930814743043,1.3795930814743043,1.3795930814743043,1.4230627012252808,1.4230627012252808,1.4230627012252808,1.393129506111145,1.393129506111145,1.393129506111145,1.4147372341156006,1.4147372341156006,1.4147372341156006
2825,1.370101633071899,1.370101633071899,1.370101633071899,0.9169164371490478,0.9169164371490478,0.9169164371490478,1.3698296642303467,1.3698296642303467,1.3698296642303467,1.403195343017578,1.403195343017578,1.403195343017578,1.373251075744629,1.373251075744629,1.373251075744629,1.3943616771697998,1.3943616771697998,1.3943616771697998
2850,1.363867478370667,1.363867478370667,1.363867478370667,0.9197998762130737,0.9197998762130737,0.9197998762130737,1.3951173782348634,1.3951173782348634,1.3951173782348634,1.3991571950912476,1.3991571950912476,1.3991571950912476,1.3699200963973999,1.3699200963973999,1.3699200963973999,1.3908022165298461,1.3908022165298461,1.3908022165298461
2875,1.360287508964539,1.360287508964539,1.360287508964539,0.9221036887168884,0.9221036887168884,0.9221036887168884,1.3772568464279176,1.3772568464279176,1.3772568464279176,1.3891891622543335,1.3891891622543335,1.3891891622543335,1.3594328260421753,1.3594328260421753,1.3594328260421753,1.379767894744873,1.379767894744873,1.379767894744873
2900,1.380282235145569,1.380282235145569,1.380282235145569,0.9237487697601319,0.9237487697601319,0.9237487697601319,1.3857609224319458,1.3857609224319458,1.3857609224319458,1.4103481721878053,1.4103481721878053,1.4103481721878053,1.379333209991455,1.379333209991455,1.379333209991455,1.401620135307312,1.401620135307312,1.401620135307312
2925,1.35697163105011,1.35697163105011,1.35697163105011,0.9230486392974854,0.9230486392974854,0.9230486392974854,1.3761093616485596,1.3761093616485596,1.3761093616485596,1.3952434968948364,1.3952434968948364,1.3952434968948364,1.3648810768127442,1.3648810768127442,1.3648810768127442,1.3865043878555299,1.3865043878555299,1.3865043878555299
2950,1.372434148788452,1.372434148788452,1.372434148788452,0.9228894758224487,0.9228894758224487,0.9228894758224487,1.3791009092330933,1.3791009092330933,1.3791009092330933,1.402191390991211,1.402191390991211,1.402191390991211,1.372131381034851,1.372131381034851,1.372131381034851,1.393662118911743,1.393662118911743,1.393662118911743
2975,1.397400908470154,1.397400908470154,1.397400908470154,0.9327980470657349,0.9327980470657349,0.9327980470657349,1.3883174324035645,1.3883174324035645,1.3883174324035645,1.431847834587097,1.431847834587097,1.431847834587097,1.401985354423523,1.401985354423523,1.401985354423523,1.423792109489441,1.423792109489441,1.423792109489441
3000,1.371245698928833,1.371245698928833,1.371245698928833,0.9219671559333801,0.9219671559333801,0.9219671559333801,1.3764623785018921,1.3764623785018921,1.3764623785018921,1.4016476488113403,1.4016476488113403,1.4016476488113403,1.3715027856826782,1.3715027856826782,1.3715027856826782,1.3928158855438233,1.3928158855438233,1.3928158855438233
