Step,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - collision_rate,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - collision_rate__MIN,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - collision_rate__MAX,cam-fixed_grad-detached_depth-zero_20260509_164843 - collision_rate,cam-fixed_grad-detached_depth-zero_20260509_164843 - collision_rate__MIN,cam-fixed_grad-detached_depth-zero_20260509_164843 - collision_rate__MAX,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - collision_rate,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - collision_rate__MIN,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - collision_rate__MAX,cam-learned_grad-detached_depth-depth_20260509_154546 - collision_rate,cam-learned_grad-detached_depth-depth_20260509_154546 - collision_rate__MIN,cam-learned_grad-detached_depth-depth_20260509_154546 - collision_rate__MAX,cam-fixed_grad-detached_depth-depth_20260509_154520 - collision_rate,cam-fixed_grad-detached_depth-depth_20260509_154520 - collision_rate__MIN,cam-fixed_grad-detached_depth-depth_20260509_154520 - collision_rate__MAX,cam-learned_grad-full_depth-depth_20260509_154244 - collision_rate,cam-learned_grad-full_depth-depth_20260509_154244 - collision_rate__MIN,cam-learned_grad-full_depth-depth_20260509_154244 - collision_rate__MAX
300,0.4825000178813934,0.4825000178813934,0.4825000178813934,0.9658333492279053,0.9658333492279053,0.9658333492279053,0.8879166841506958,0.8879166841506958,0.8879166841506958,0.8833333539962769,0.8833333539962769,0.8833333539962769,0.8670833468437195,0.8670833468437195,0.8670833468437195,0.8900000190734864,0.8900000190734864,0.8900000190734864
325,0.4720833432674408,0.4720833432674408,0.4720833432674408,0.9675000166893005,0.9675000166893005,0.9675000166893005,0.8787500166893005,0.8787500166893005,0.8787500166893005,0.8566666865348815,0.8566666865348815,0.8566666865348815,0.8787500166893005,0.8787500166893005,0.8787500166893005,0.8491666865348816,0.8491666865348816,0.8491666865348816
350,0.4412500143051147,0.4412500143051147,0.4412500143051147,0.9712500166893006,0.9712500166893006,0.9712500166893006,0.8637500166893005,0.8637500166893005,0.8637500166893005,0.8529166936874389,0.8529166936874389,0.8529166936874389,0.8537500238418579,0.8537500238418579,0.8537500238418579,0.8750000238418579,0.8750000238418579,0.8750000238418579
375,0.4391666781902313,0.4391666781902313,0.4391666781902313,0.9687500214576721,0.9687500214576721,0.9687500214576721,0.8725000214576721,0.8725000214576721,0.8725000214576721,0.8379166913032532,0.8379166913032532,0.8379166913032532,0.8458333539962769,0.8458333539962769,0.8458333539962769,0.8387500166893005,0.8387500166893005,0.8387500166893005
400,0.4625000154972077,0.4625000154972077,0.4625000154972077,0.97041668176651,0.97041668176651,0.97041668176651,0.8620833444595337,0.8620833444595337,0.8620833444595337,0.8579166865348816,0.8579166865348816,0.8579166865348816,0.8608333516120911,0.8608333516120911,0.8608333516120911,0.8587500143051148,0.8587500143051148,0.8587500143051148
425,0.417916676402092,0.417916676402092,0.417916676402092,0.9670833539962769,0.9670833539962769,0.9670833539962769,0.8525000214576721,0.8525000214576721,0.8525000214576721,0.8308333563804626,0.8308333563804626,0.8308333563804626,0.8245833587646484,0.8245833587646484,0.8245833587646484,0.825833351612091,0.825833351612091,0.825833351612091
450,0.3920833444595337,0.3920833444595337,0.3920833444595337,0.9675000190734864,0.9675000190734864,0.9675000190734864,0.8225000166893005,0.8225000166893005,0.8225000166893005,0.8354166889190674,0.8354166889190674,0.8354166889190674,0.8195833516120911,0.8195833516120911,0.8195833516120911,0.8025000214576721,0.8025000214576721,0.8025000214576721
475,0.3737500083446503,0.3737500083446503,0.3737500083446503,0.9625000166893005,0.9625000166893005,0.9625000166893005,0.7987500214576722,0.7987500214576722,0.7987500214576722,0.7775000214576722,0.7775000214576722,0.7775000214576722,0.8262500190734863,0.8262500190734863,0.8262500190734863,0.8045833563804626,0.8045833563804626,0.8045833563804626
500,0.3925000113248825,0.3925000113248825,0.3925000113248825,0.9645833539962768,0.9645833539962768,0.9645833539962768,0.8533333539962769,0.8533333539962769,0.8533333539962769,0.7720833492279052,0.7720833492279052,0.7720833492279052,0.7950000214576721,0.7950000214576721,0.7950000214576721,0.7908333492279053,0.7908333492279053,0.7908333492279053
525,0.3983333444595337,0.3983333444595337,0.3983333444595337,0.9645833563804627,0.9645833563804627,0.9645833563804627,0.7691666865348816,0.7691666865348816,0.7691666865348816,0.7637500214576721,0.7637500214576721,0.7637500214576721,0.7429166889190674,0.7429166889190674,0.7429166889190674,0.7783333539962769,0.7783333539962769,0.7783333539962769
550,0.4058333444595337,0.4058333444595337,0.4058333444595337,0.9741666865348816,0.9741666865348816,0.9741666865348816,0.8237500190734863,0.8237500190734863,0.8237500190734863,0.7875000214576722,0.7875000214576722,0.7875000214576722,0.7695833444595337,0.7695833444595337,0.7695833444595337,0.7666666913032532,0.7666666913032532,0.7666666913032532
575,0.3804166775941848,0.3804166775941848,0.3804166775941848,0.9625000190734864,0.9625000190734864,0.9625000190734864,0.7908333539962769,0.7908333539962769,0.7908333539962769,0.7358333516120911,0.7358333516120911,0.7358333516120911,0.7516666865348816,0.7516666865348816,0.7516666865348816,0.805833351612091,0.805833351612091,0.805833351612091
600,0.3720833420753479,0.3720833420753479,0.3720833420753479,0.9591666865348816,0.9591666865348816,0.9591666865348816,0.7316666865348815,0.7316666865348815,0.7316666865348815,0.7237500166893005,0.7237500166893005,0.7237500166893005,0.75416668176651,0.75416668176651,0.75416668176651,0.772500011920929,0.772500011920929,0.772500011920929
625,0.3658333456516266,0.3658333456516266,0.3658333456516266,0.9625000214576721,0.9625000214576721,0.9625000214576721,0.7575000214576721,0.7575000214576721,0.7575000214576721,0.7145833563804627,0.7145833563804627,0.7145833563804627,0.72166668176651,0.72166668176651,0.72166668176651,0.7316666865348815,0.7316666865348815,0.7316666865348815
650,0.3550000089406967,0.3550000089406967,0.3550000089406967,0.9641666841506958,0.9641666841506958,0.9641666841506958,0.7250000166893006,0.7250000166893006,0.7250000166893006,0.7129166841506958,0.7129166841506958,0.7129166841506958,0.7154166841506958,0.7154166841506958,0.7154166841506958,0.7291666865348816,0.7291666865348816,0.7291666865348816
675,0.3804166752099991,0.3804166752099991,0.3804166752099991,0.9708333468437195,0.9708333468437195,0.9708333468437195,0.7141666913032532,0.7141666913032532,0.7141666913032532,0.6875000238418579,0.6875000238418579,0.6875000238418579,0.6962500214576721,0.6962500214576721,0.6962500214576721,0.7800000190734864,0.7800000190734864,0.7800000190734864
700,0.4250000131130218,0.4250000131130218,0.4250000131130218,0.9687500214576721,0.9687500214576721,0.9687500214576721,0.7025000190734864,0.7025000190734864,0.7025000190734864,0.6570833516120911,0.6570833516120911,0.6570833516120911,0.7083333563804627,0.7083333563804627,0.7083333563804627,0.7554166841506958,0.7554166841506958,0.7554166841506958
725,0.3629166758060455,0.3629166758060455,0.3629166758060455,0.9583333539962768,0.9583333539962768,0.9583333539962768,0.7112500238418579,0.7112500238418579,0.7112500238418579,0.6825000166893005,0.6825000166893005,0.6825000166893005,0.7037500190734863,0.7037500190734863,0.7037500190734863,0.7033333563804627,0.7033333563804627,0.7033333563804627
750,0.3441666746139526,0.3441666746139526,0.3441666746139526,0.9683333539962768,0.9683333539962768,0.9683333539962768,0.7120833563804626,0.7120833563804626,0.7120833563804626,0.700000011920929,0.700000011920929,0.700000011920929,0.7016666889190674,0.7016666889190674,0.7016666889190674,0.7004166841506958,0.7004166841506958,0.7004166841506958
775,0.3616666775941849,0.3616666775941849,0.3616666775941849,0.9683333492279053,0.9683333492279053,0.9683333492279053,0.7100000190734863,0.7100000190734863,0.7100000190734863,0.6691666841506958,0.6691666841506958,0.6691666841506958,0.6850000190734863,0.6850000190734863,0.6850000190734863,0.6900000166893006,0.6900000166893006,0.6900000166893006
800,0.3429166752099991,0.3429166752099991,0.3429166752099991,0.9666666865348816,0.9666666865348816,0.9666666865348816,0.6650000190734864,0.6650000190734864,0.6650000190734864,0.6375000214576722,0.6375000214576722,0.6375000214576722,0.6729166841506958,0.6729166841506958,0.6729166841506958,0.7033333539962768,0.7033333539962768,0.7033333539962768
825,0.3995833453536033,0.3995833453536033,0.3995833453536033,0.9687500166893005,0.9687500166893005,0.9687500166893005,0.6825000214576721,0.6825000214576721,0.6825000214576721,0.6445833551883697,0.6445833551883697,0.6445833551883697,0.6591666865348816,0.6591666865348816,0.6591666865348816,0.6745833539962769,0.6745833539962769,0.6745833539962769
850,0.4645833450555801,0.4645833450555801,0.4645833450555801,0.9620833539962769,0.9620833539962769,0.9620833539962769,0.7008333468437195,0.7008333468437195,0.7008333468437195,0.6354166829586029,0.6354166829586029,0.6354166829586029,0.6766666865348816,0.6766666865348816,0.6766666865348816,0.6800000262260437,0.6800000262260437,0.6800000262260437
875,0.3816666769981384,0.3816666769981384,0.3816666769981384,0.9620833539962769,0.9620833539962769,0.9620833539962769,0.6558333587646484,0.6558333587646484,0.6558333587646484,0.6337500190734864,0.6337500190734864,0.6337500190734864,0.6295833563804627,0.6295833563804627,0.6295833563804627,0.6450000202655792,0.6450000202655792,0.6450000202655792
900,0.3420833426713943,0.3420833426713943,0.3420833426713943,0.9650000190734863,0.9650000190734863,0.9650000190734863,0.6500000178813934,0.6500000178813934,0.6500000178813934,0.5941666841506958,0.5941666841506958,0.5941666841506958,0.6104166781902314,0.6104166781902314,0.6104166781902314,0.6433333563804626,0.6433333563804626,0.6433333563804626
925,0.3216666740179062,0.3216666740179062,0.3216666740179062,0.9633333468437195,0.9633333468437195,0.9633333468437195,0.6383333504199982,0.6383333504199982,0.6383333504199982,0.5937500178813935,0.5937500178813935,0.5937500178813935,0.6116666901111603,0.6116666901111603,0.6116666901111603,0.6404166865348816,0.6404166865348816,0.6404166865348816
950,0.2937500065565109,0.2937500065565109,0.2937500065565109,0.9583333516120911,0.9583333516120911,0.9583333516120911,0.6441666865348816,0.6441666865348816,0.6441666865348816,0.5554166829586029,0.5554166829586029,0.5554166829586029,0.5975000250339508,0.5975000250339508,0.5975000250339508,0.6045833539962768,0.6045833539962768,0.6045833539962768
975,0.3470833444595337,0.3470833444595337,0.3470833444595337,0.9625000190734864,0.9625000190734864,0.9625000190734864,0.6491666913032532,0.6491666913032532,0.6491666913032532,0.5845833539962768,0.5845833539962768,0.5845833539962768,0.5908333480358123,0.5908333480358123,0.5908333480358123,0.623333351612091,0.623333351612091,0.623333351612091
1000,0.3545833420753479,0.3545833420753479,0.3545833420753479,0.9658333563804626,0.9658333563804626,0.9658333563804626,0.6354166793823243,0.6354166793823243,0.6354166793823243,0.5841666805744171,0.5841666805744171,0.5841666805744171,0.6154166841506958,0.6154166841506958,0.6154166841506958,0.60916668176651,0.60916668176651,0.60916668176651
1025,0.3779166802763939,0.3779166802763939,0.3779166802763939,0.965833351612091,0.965833351612091,0.965833351612091,0.5891666865348816,0.5891666865348816,0.5891666865348816,0.5400000178813934,0.5400000178813934,0.5400000178813934,0.5658333444595337,0.5658333444595337,0.5658333444595337,0.5912500166893006,0.5912500166893006,0.5912500166893006
1050,0.3654166746139527,0.3654166746139527,0.3654166746139527,0.9629166913032532,0.9629166913032532,0.9629166913032532,0.6237500190734864,0.6237500190734864,0.6237500190734864,0.5679166865348816,0.5679166865348816,0.5679166865348816,0.5675000202655792,0.5675000202655792,0.5675000202655792,0.6125000190734863,0.6125000190734863,0.6125000190734863
1075,0.3912500143051147,0.3912500143051147,0.3912500143051147,0.96541668176651,0.96541668176651,0.96541668176651,0.6091666889190673,0.6091666889190673,0.6091666889190673,0.55541668176651,0.55541668176651,0.55541668176651,0.5829166865348816,0.5829166865348816,0.5829166865348816,0.6158333444595336,0.6158333444595336,0.6158333444595336
1100,0.4220833486318588,0.4220833486318588,0.4220833486318588,0.9670833492279053,0.9670833492279053,0.9670833492279053,0.5987500166893005,0.5987500166893005,0.5987500166893005,0.5445833504199982,0.5445833504199982,0.5445833504199982,0.5533333528041839,0.5533333528041839,0.5533333528041839,0.54166668176651,0.54166668176651,0.54166668176651
1125,0.3629166775941849,0.3629166775941849,0.3629166775941849,0.9629166841506958,0.9629166841506958,0.9629166841506958,0.5829166793823242,0.5829166793823242,0.5829166793823242,0.5350000119209289,0.5350000119209289,0.5350000119209289,0.5591666805744171,0.5591666805744171,0.5591666805744171,0.5704166829586029,0.5704166829586029,0.5704166829586029
1150,0.4570833438634873,0.4570833438634873,0.4570833438634873,0.97041668176651,0.97041668176651,0.97041668176651,0.5816666793823242,0.5816666793823242,0.5816666793823242,0.5291666877269745,0.5291666877269745,0.5291666877269745,0.5491666793823242,0.5491666793823242,0.5491666793823242,0.5995833492279052,0.5995833492279052,0.5995833492279052
1175,0.3679166793823242,0.3679166793823242,0.3679166793823242,0.9637500262260437,0.9637500262260437,0.9637500262260437,0.6012500190734863,0.6012500190734863,0.6012500190734863,0.5054166829586029,0.5054166829586029,0.5054166829586029,0.5520833539962768,0.5520833539962768,0.5520833539962768,0.5241666805744171,0.5241666805744171,0.5241666805744171
1200,0.3270833450555801,0.3270833450555801,0.3270833450555801,0.9695833492279052,0.9695833492279052,0.9695833492279052,0.5887500166893005,0.5887500166893005,0.5887500166893005,0.5258333480358124,0.5258333480358124,0.5258333480358124,0.5491666805744171,0.5491666805744171,0.5491666805744171,0.5420833480358124,0.5420833480358124,0.5420833480358124
1225,0.3266666769981384,0.3266666769981384,0.3266666769981384,0.960833351612091,0.960833351612091,0.960833351612091,0.5550000190734863,0.5550000190734863,0.5550000190734863,0.4979166769981384,0.4979166769981384,0.4979166769981384,0.5208333480358124,0.5208333480358124,0.5208333480358124,0.5137500143051148,0.5137500143051148,0.5137500143051148
1250,0.3112500104308129,0.3112500104308129,0.3112500104308129,0.9650000190734863,0.9650000190734863,0.9650000190734863,0.5716666865348816,0.5716666865348816,0.5716666865348816,0.49083334565162656,0.49083334565162656,0.49083334565162656,0.5179166841506958,0.5179166841506958,0.5179166841506958,0.52916668176651,0.52916668176651,0.52916668176651
1275,0.392500011920929,0.392500011920929,0.392500011920929,0.962500023841858,0.962500023841858,0.962500023841858,0.5770833468437195,0.5770833468437195,0.5770833468437195,0.5320833516120911,0.5320833516120911,0.5320833516120911,0.5579166758060455,0.5579166758060455,0.5579166758060455,0.5541666781902314,0.5541666781902314,0.5541666781902314
1300,0.3350000077486038,0.3350000077486038,0.3350000077486038,0.9633333516120911,0.9633333516120911,0.9633333516120911,0.5529166853427887,0.5529166853427887,0.5529166853427887,0.49125001549720765,0.49125001549720765,0.49125001549720765,0.5279166805744171,0.5279166805744171,0.5279166805744171,0.5183333480358123,0.5183333480358123,0.5183333480358123
1325,0.3225000107288361,0.3225000107288361,0.3225000107288361,0.9695833516120911,0.9695833516120911,0.9695833516120911,0.5516666793823242,0.5516666793823242,0.5516666793823242,0.47750001192092895,0.47750001192092895,0.47750001192092895,0.5266666877269744,0.5266666877269744,0.5266666877269744,0.49875001549720765,0.49875001549720765,0.49875001549720765
1350,0.3875000077486038,0.3875000077486038,0.3875000077486038,0.9662500214576721,0.9662500214576721,0.9662500214576721,0.5650000166893006,0.5650000166893006,0.5650000166893006,0.4629166805744171,0.4629166805744171,0.4629166805744171,0.5041666853427887,0.5041666853427887,0.5041666853427887,0.5195833444595337,0.5195833444595337,0.5195833444595337
1375,0.3104166734218597,0.3104166734218597,0.3104166734218597,0.9641666889190674,0.9641666889190674,0.9641666889190674,0.5416666865348816,0.5416666865348816,0.5416666865348816,0.5225000131130219,0.5225000131130219,0.5225000131130219,0.5233333492279053,0.5233333492279053,0.5233333492279053,0.5266666841506958,0.5266666841506958,0.5266666841506958
1400,0.3558333420753479,0.3558333420753479,0.3558333420753479,0.9625000190734864,0.9625000190734864,0.9625000190734864,0.53416668176651,0.53416668176651,0.53416668176651,0.46416667819023133,0.46416667819023133,0.46416667819023133,0.512500011920929,0.512500011920929,0.512500011920929,0.49750002145767214,0.49750002145767214,0.49750002145767214
1425,0.299166673719883,0.299166673719883,0.299166673719883,0.9625000214576721,0.9625000214576721,0.9625000214576721,0.5295833444595337,0.5295833444595337,0.5295833444595337,0.4533333432674408,0.4533333432674408,0.4533333432674408,0.4966666805744171,0.4966666805744171,0.4966666805744171,0.4729166781902313,0.4729166781902313,0.4729166781902313
1450,0.3887500143051147,0.3887500143051147,0.3887500143051147,0.9704166865348816,0.9704166865348816,0.9704166865348816,0.5520833539962768,0.5520833539962768,0.5520833539962768,0.46375000953674317,0.46375000953674317,0.46375000953674317,0.49208334684371946,0.49208334684371946,0.49208334684371946,0.49208334684371946,0.49208334684371946,0.49208334684371946
1475,0.3720833444595337,0.3720833444595337,0.3720833444595337,0.9591666793823242,0.9591666793823242,0.9591666793823242,0.5191666865348816,0.5191666865348816,0.5191666865348816,0.47916668176651,0.47916668176651,0.47916668176651,0.5029166853427887,0.5029166853427887,0.5029166853427887,0.5062500143051147,0.5062500143051147,0.5062500143051147
1500,0.4341666829586029,0.4341666829586029,0.4341666829586029,0.9683333563804627,0.9683333563804627,0.9683333563804627,0.5466666829586029,0.5466666829586029,0.5466666829586029,0.45250001549720764,0.45250001549720764,0.45250001549720764,0.4879166793823242,0.4879166793823242,0.4879166793823242,0.48250000953674316,0.48250000953674316,0.48250000953674316
1525,0.4020833456516266,0.4020833456516266,0.4020833456516266,0.9629166841506958,0.9629166841506958,0.9629166841506958,0.5375000166893006,0.5375000166893006,0.5375000166893006,0.4366666781902313,0.4366666781902313,0.4366666781902313,0.4708333504199982,0.4708333504199982,0.4708333504199982,0.4683333480358124,0.4683333480358124,0.4683333480358124
1550,0.3287500089406967,0.3287500089406967,0.3287500089406967,0.9666666889190674,0.9666666889190674,0.9666666889190674,0.5095833492279053,0.5095833492279053,0.5095833492279053,0.43750001192092897,0.43750001192092897,0.43750001192092897,0.4779166805744171,0.4779166805744171,0.4779166805744171,0.46583334922790526,0.46583334922790526,0.46583334922790526
1575,0.3533333420753479,0.3533333420753479,0.3533333420753479,0.9633333539962768,0.9633333539962768,0.9633333539962768,0.5008333444595336,0.5008333444595336,0.5008333444595336,0.45625001430511475,0.45625001430511475,0.45625001430511475,0.45125000953674316,0.45125000953674316,0.45125000953674316,0.45833334684371946,0.45833334684371946,0.45833334684371946
1600,0.3145833414793014,0.3145833414793014,0.3145833414793014,0.9608333563804626,0.9608333563804626,0.9608333563804626,0.5075000143051147,0.5075000143051147,0.5075000143051147,0.44708335161209106,0.44708335161209106,0.44708335161209106,0.4841666841506958,0.4841666841506958,0.4841666841506958,0.4804166758060455,0.4804166758060455,0.4804166758060455
1625,0.2550000050663948,0.2550000050663948,0.2550000050663948,0.9670833563804626,0.9670833563804626,0.9670833563804626,0.5000000154972076,0.5000000154972076,0.5000000154972076,0.4404166793823242,0.4404166793823242,0.4404166793823242,0.4579166781902313,0.4579166781902313,0.4579166781902313,0.4483333444595337,0.4483333444595337,0.4483333444595337
1650,0.2466666740179062,0.2466666740179062,0.2466666740179062,0.962083351612091,0.962083351612091,0.962083351612091,0.5245833456516266,0.5245833456516266,0.5245833456516266,0.4254166793823242,0.4254166793823242,0.4254166793823242,0.4416666758060455,0.4416666758060455,0.4416666758060455,0.4520833456516266,0.4520833456516266,0.4520833456516266
1675,0.2787500089406967,0.2787500089406967,0.2787500089406967,0.9725000190734864,0.9725000190734864,0.9725000190734864,0.5004166865348816,0.5004166865348816,0.5004166865348816,0.44500001430511477,0.44500001430511477,0.44500001430511477,0.4758333444595337,0.4758333444595337,0.4758333444595337,0.4708333456516266,0.4708333456516266,0.4708333456516266
1700,0.2841666755080223,0.2841666755080223,0.2841666755080223,0.9645833539962768,0.9645833539962768,0.9645833539962768,0.5079166817665101,0.5079166817665101,0.5079166817665101,0.4195833444595337,0.4195833444595337,0.4195833444595337,0.48250001668930054,0.48250001668930054,0.48250001668930054,0.46000001311302186,0.46000001311302186,0.46000001311302186
1725,0.2841666758060455,0.2841666758060455,0.2841666758060455,0.9600000143051147,0.9600000143051147,0.9600000143051147,0.50666668176651,0.50666668176651,0.50666668176651,0.45375001192092895,0.45375001192092895,0.45375001192092895,0.450000011920929,0.450000011920929,0.450000011920929,0.4629166781902313,0.4629166781902313,0.4629166781902313
1750,0.3141666758060455,0.3141666758060455,0.3141666758060455,0.9645833516120911,0.9645833516120911,0.9645833516120911,0.4779166841506958,0.4779166841506958,0.4779166841506958,0.4200000131130219,0.4200000131130219,0.4200000131130219,0.43666667699813844,0.43666667699813844,0.43666667699813844,0.4358333420753479,0.4358333420753479,0.4358333420753479
1775,0.2504166758060455,0.2504166758060455,0.2504166758060455,0.9683333563804627,0.9683333563804627,0.9683333563804627,0.47000001788139345,0.47000001788139345,0.47000001788139345,0.4045833420753479,0.4045833420753479,0.4045833420753479,0.4404166769981384,0.4404166769981384,0.4404166769981384,0.4558333444595337,0.4558333444595337,0.4558333444595337
1800,0.2816666758060455,0.2816666758060455,0.2816666758060455,0.9625000166893005,0.9625000166893005,0.9625000166893005,0.4691666829586029,0.4691666829586029,0.4691666829586029,0.3945833420753479,0.3945833420753479,0.3945833420753479,0.4325000154972076,0.4325000154972076,0.4325000154972076,0.4208333432674408,0.4208333432674408,0.4208333432674408
1825,0.2904166769981384,0.2904166769981384,0.2904166769981384,0.9670833539962769,0.9670833539962769,0.9670833539962769,0.4575000143051147,0.4575000143051147,0.4575000143051147,0.41000001430511473,0.41000001430511473,0.41000001430511473,0.4320833456516266,0.4320833456516266,0.4320833456516266,0.4354166805744171,0.4354166805744171,0.4354166805744171
1850,0.2487500098347664,0.2487500098347664,0.2487500098347664,0.9625000143051148,0.9625000143051148,0.9625000143051148,0.46083334445953367,0.46083334445953367,0.46083334445953367,0.4254166781902313,0.4254166781902313,0.4254166781902313,0.45333335041999817,0.45333335041999817,0.45333335041999817,0.4433333468437195,0.4433333468437195,0.4433333468437195
1875,0.263333340883255,0.263333340883255,0.263333340883255,0.9645833539962768,0.9645833539962768,0.9645833539962768,0.476250011920929,0.476250011920929,0.476250011920929,0.3937500131130218,0.3937500131130218,0.3937500131130218,0.42625001192092893,0.42625001192092893,0.42625001192092893,0.4283333396911621,0.4283333396911621,0.4283333396911621
1900,0.2745833402872085,0.2745833402872085,0.2745833402872085,0.9650000190734863,0.9650000190734863,0.9650000190734863,0.4783333444595337,0.4783333444595337,0.4783333444595337,0.40875000834465025,0.40875000834465025,0.40875000834465025,0.4383333432674408,0.4383333432674408,0.4383333432674408,0.42375001311302185,0.42375001311302185,0.42375001311302185
1925,0.2970833420753479,0.2970833420753479,0.2970833420753479,0.9625000214576721,0.9625000214576721,0.9625000214576721,0.4770833420753479,0.4770833420753479,0.4770833420753479,0.4308333444595337,0.4308333444595337,0.4308333444595337,0.43500001192092896,0.43500001192092896,0.43500001192092896,0.4341666781902313,0.4341666781902313,0.4341666781902313
