Step,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - collision_rate,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - collision_rate__MIN,cam-flight_only-learned_grad-detached_depth-depth_20260510_024509 - collision_rate__MAX,cam-fixed_grad-detached_depth-zero_20260509_164843 - collision_rate,cam-fixed_grad-detached_depth-zero_20260509_164843 - collision_rate__MIN,cam-fixed_grad-detached_depth-zero_20260509_164843 - collision_rate__MAX,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - collision_rate,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - collision_rate__MIN,cam-fixed_random_static_grad-detached_depth-depth_20260509_163917 - collision_rate__MAX,cam-learned_grad-detached_depth-depth_20260509_154546 - collision_rate,cam-learned_grad-detached_depth-depth_20260509_154546 - collision_rate__MIN,cam-learned_grad-detached_depth-depth_20260509_154546 - collision_rate__MAX,cam-fixed_grad-detached_depth-depth_20260509_154520 - collision_rate,cam-fixed_grad-detached_depth-depth_20260509_154520 - collision_rate__MIN,cam-fixed_grad-detached_depth-depth_20260509_154520 - collision_rate__MAX,cam-learned_grad-full_depth-depth_20260509_154244 - collision_rate,cam-learned_grad-full_depth-depth_20260509_154244 - collision_rate__MIN,cam-learned_grad-full_depth-depth_20260509_154244 - collision_rate__MAX
1950,0.2779166761040688,0.2779166761040688,0.2779166761040688,0.9687500190734863,0.9687500190734863,0.9687500190734863,0.4654166805744171,0.4654166805744171,0.4654166805744171,0.4020833420753479,0.4020833420753479,0.4020833420753479,0.4354166793823242,0.4354166793823242,0.4354166793823242,0.4312500125169754,0.4312500125169754,0.4312500125169754
1975,0.2570833414793015,0.2570833414793015,0.2570833414793015,0.9679166865348816,0.9679166865348816,0.9679166865348816,0.45166667699813845,0.45166667699813845,0.45166667699813845,0.40333334445953367,0.40333334445953367,0.40333334445953367,0.42166667819023135,0.42166667819023135,0.42166667819023135,0.41416668057441713,0.41416668057441713,0.41416668057441713
2000,0.2312500065565109,0.2312500065565109,0.2312500065565109,0.9700000214576722,0.9700000214576722,0.9700000214576722,0.498333340883255,0.498333340883255,0.498333340883255,0.3979166758060455,0.3979166758060455,0.3979166758060455,0.4408333396911621,0.4408333396911621,0.4408333396911621,0.4237500095367432,0.4237500095367432,0.4237500095367432
2025,0.2291666728258133,0.2291666728258133,0.2291666728258133,0.9637500214576721,0.9637500214576721,0.9637500214576721,0.47375001668930056,0.47375001668930056,0.47375001668930056,0.3770833444595337,0.3770833444595337,0.3770833444595337,0.3916666781902313,0.3916666781902313,0.3916666781902313,0.3920833456516266,0.3920833456516266,0.3920833456516266
2050,0.2420833414793014,0.2420833414793014,0.2420833414793014,0.9662500238418579,0.9662500238418579,0.9662500238418579,0.4362500083446503,0.4362500083446503,0.4362500083446503,0.37125001192092894,0.37125001192092894,0.37125001192092894,0.3995833420753479,0.3995833420753479,0.3995833420753479,0.3925000095367432,0.3925000095367432,0.3925000095367432
2075,0.2558333402872086,0.2558333402872086,0.2558333402872086,0.9600000214576722,0.9600000214576722,0.9600000214576722,0.4616666793823242,0.4616666793823242,0.4616666793823242,0.3820833420753479,0.3820833420753479,0.3820833420753479,0.41750001192092895,0.41750001192092895,0.41750001192092895,0.3983333420753479,0.3983333420753479,0.3983333420753479
2100,0.2433333379030228,0.2433333379030228,0.2433333379030228,0.9645833516120911,0.9645833516120911,0.9645833516120911,0.48250001549720767,0.48250001549720767,0.48250001549720767,0.374166676402092,0.374166676402092,0.374166676402092,0.39666667580604553,0.39666667580604553,0.39666667580604553,0.39208334267139433,0.39208334267139433,0.39208334267139433
2125,0.263750005364418,0.263750005364418,0.263750005364418,0.9679166841506958,0.9679166841506958,0.9679166841506958,0.44375001311302187,0.44375001311302187,0.44375001311302187,0.3870833426713943,0.3870833426713943,0.3870833426713943,0.4250000107288361,0.4250000107288361,0.4250000107288361,0.40916667819023134,0.40916667819023134,0.40916667819023134
2150,0.2429166746139526,0.2429166746139526,0.2429166746139526,0.9645833539962768,0.9645833539962768,0.9645833539962768,0.4441666781902313,0.4441666781902313,0.4441666781902313,0.3841666758060455,0.3841666758060455,0.3841666758060455,0.39875001072883604,0.39875001072883604,0.39875001072883604,0.3966666752099991,0.3966666752099991,0.3966666752099991
2175,0.2312500065565109,0.2312500065565109,0.2312500065565109,0.9575000143051148,0.9575000143051148,0.9575000143051148,0.44416667699813844,0.44416667699813844,0.44416667699813844,0.3795833420753479,0.3795833420753479,0.3795833420753479,0.4116666793823242,0.4116666793823242,0.4116666793823242,0.3991666769981384,0.3991666769981384,0.3991666769981384
2200,0.2433333390951157,0.2433333390951157,0.2433333390951157,0.9612500166893005,0.9612500166893005,0.9612500166893005,0.43791667580604554,0.43791667580604554,0.43791667580604554,0.3829166769981384,0.3829166769981384,0.3829166769981384,0.4008333420753479,0.4008333420753479,0.4008333420753479,0.40500001192092894,0.40500001192092894,0.40500001192092894
2225,0.2408333414793015,0.2408333414793015,0.2408333414793015,0.9645833539962768,0.9645833539962768,0.9645833539962768,0.4483333420753479,0.4483333420753479,0.4483333420753479,0.3637500047683716,0.3637500047683716,0.3637500047683716,0.39166667699813845,0.39166667699813845,0.39166667699813845,0.3783333432674408,0.3783333432674408,0.3783333432674408
2250,0.2437500083446503,0.2437500083446503,0.2437500083446503,0.9658333492279053,0.9658333492279053,0.9658333492279053,0.4545833468437195,0.4545833468437195,0.4545833468437195,0.37791667580604554,0.37791667580604554,0.37791667580604554,0.41250001192092894,0.41250001192092894,0.41250001192092894,0.40791667699813844,0.40791667699813844,0.40791667699813844
2275,0.2570833414793015,0.2570833414793015,0.2570833414793015,0.9666666865348816,0.9666666865348816,0.9666666865348816,0.4495833444595337,0.4495833444595337,0.4495833444595337,0.3754166793823242,0.3754166793823242,0.3754166793823242,0.39916667580604553,0.39916667580604553,0.39916667580604553,0.387500011920929,0.387500011920929,0.387500011920929
2300,0.2508333420753479,0.2508333420753479,0.2508333420753479,0.9587500262260437,0.9587500262260437,0.9587500262260437,0.43291667580604554,0.43291667580604554,0.43291667580604554,0.37666667461395265,0.37666667461395265,0.37666667461395265,0.40000001192092893,0.40000001192092893,0.40000001192092893,0.3904166769981384,0.3904166769981384,0.3904166769981384
2325,0.2662500059604645,0.2662500059604645,0.2662500059604645,0.9666666889190674,0.9666666889190674,0.9666666889190674,0.4216666793823242,0.4216666793823242,0.4216666793823242,0.3720833432674408,0.3720833432674408,0.3720833432674408,0.40416667819023133,0.40416667819023133,0.40416667819023133,0.3908333432674408,0.3908333432674408,0.3908333432674408
2350,0.2362500086426735,0.2362500086426735,0.2362500086426735,0.9675000262260437,0.9675000262260437,0.9675000262260437,0.44125001430511473,0.44125001430511473,0.44125001430511473,0.3554166799783707,0.3554166799783707,0.3554166799783707,0.3841666781902313,0.3841666781902313,0.3841666781902313,0.3720833432674408,0.3720833432674408,0.3720833432674408
2375,0.2358333396911621,0.2358333396911621,0.2358333396911621,0.9675000166893005,0.9675000166893005,0.9675000166893005,0.45875001072883603,0.45875001072883603,0.45875001072883603,0.3795833426713944,0.3795833426713944,0.3795833426713944,0.407083340883255,0.407083340883255,0.407083340883255,0.39958334505558013,0.39958334505558013,0.39958334505558013
2400,0.2341666728258133,0.2341666728258133,0.2341666728258133,0.9679166889190673,0.9679166889190673,0.9679166889190673,0.4108333432674408,0.4108333432674408,0.4108333432674408,0.3850000101327896,0.3850000101327896,0.3850000101327896,0.3983333456516266,0.3983333456516266,0.3983333456516266,0.40416667819023133,0.40416667819023133,0.40416667819023133
2425,0.2570833390951157,0.2570833390951157,0.2570833390951157,0.9641666889190674,0.9641666889190674,0.9641666889190674,0.44000001311302184,0.44000001311302184,0.44000001311302184,0.3725000125169754,0.3725000125169754,0.3725000125169754,0.39791667699813843,0.39791667699813843,0.39791667699813843,0.39166667938232425,0.39166667938232425,0.39166667938232425
2450,0.2316666719317436,0.2316666719317436,0.2316666719317436,0.9612500166893005,0.9612500166893005,0.9612500166893005,0.44500001072883605,0.44500001072883605,0.44500001072883605,0.3366666740179062,0.3366666740179062,0.3366666740179062,0.369583340883255,0.369583340883255,0.369583340883255,0.36166667580604556,0.36166667580604556,0.36166667580604556
2475,0.2241666728258133,0.2241666728258133,0.2241666728258133,0.9666666841506958,0.9666666841506958,0.9666666841506958,0.421250011920929,0.421250011920929,0.421250011920929,0.3600000083446503,0.3600000083446503,0.3600000083446503,0.392500011920929,0.392500011920929,0.392500011920929,0.37416667699813844,0.37416667699813844,0.37416667699813844
2500,0.2412500071525574,0.2412500071525574,0.2412500071525574,0.9633333516120911,0.9633333516120911,0.9633333516120911,0.42750001192092896,0.42750001192092896,0.42750001192092896,0.3595833420753479,0.3595833420753479,0.3595833420753479,0.3729166769981384,0.3729166769981384,0.3729166769981384,0.37500001072883604,0.37500001072883604,0.37500001072883604
2525,0.2345833390951157,0.2345833390951157,0.2345833390951157,0.9666666865348816,0.9666666865348816,0.9666666865348816,0.43875000953674315,0.43875000953674315,0.43875000953674315,0.3795833396911621,0.3795833396911621,0.3795833396911621,0.40916668057441713,0.40916668057441713,0.40916668057441713,0.40500001311302186,0.40500001311302186,0.40500001311302186
2550,0.2379166752099991,0.2379166752099991,0.2379166752099991,0.9662500214576721,0.9662500214576721,0.9662500214576721,0.4291666793823242,0.4291666793823242,0.4291666793823242,0.36000001192092895,0.36000001192092895,0.36000001192092895,0.3912500131130219,0.3912500131130219,0.3912500131130219,0.37875001192092894,0.37875001192092894,0.37875001192092894
2575,0.2270833379030228,0.2270833379030228,0.2270833379030228,0.9662500190734863,0.9662500190734863,0.9662500190734863,0.42625001072883606,0.42625001072883606,0.42625001072883606,0.34125000894069674,0.34125000894069674,0.34125000894069674,0.36500000953674316,0.36500000953674316,0.36500000953674316,0.36250001192092896,0.36250001192092896,0.36250001192092896
2600,0.2254166734218598,0.2254166734218598,0.2254166734218598,0.9608333563804626,0.9608333563804626,0.9608333563804626,0.4304166746139526,0.4304166746139526,0.4304166746139526,0.3454166752099991,0.3454166752099991,0.3454166752099991,0.3670833432674408,0.3670833432674408,0.3670833432674408,0.3637500059604645,0.3637500059604645,0.3637500059604645
2625,0.2237500071525574,0.2237500071525574,0.2237500071525574,0.9570833587646485,0.9570833587646485,0.9570833587646485,0.41416667580604555,0.41416667580604555,0.41416667580604555,0.34625001072883604,0.34625001072883604,0.34625001072883604,0.37125000953674314,0.37125000953674314,0.37125000953674314,0.3729166769981384,0.3729166769981384,0.3729166769981384
2650,0.2525000077486038,0.2525000077486038,0.2525000077486038,0.9691666841506958,0.9691666841506958,0.9691666841506958,0.4400000095367432,0.4400000095367432,0.4400000095367432,0.35875001072883606,0.35875001072883606,0.35875001072883606,0.3875000095367432,0.3875000095367432,0.3875000095367432,0.3783333432674408,0.3783333432674408,0.3783333432674408
2675,0.2291666734218597,0.2291666734218597,0.2291666734218597,0.9708333539962769,0.9708333539962769,0.9708333539962769,0.41916667819023135,0.41916667819023135,0.41916667819023135,0.3545833444595337,0.3545833444595337,0.3545833444595337,0.3770833444595337,0.3770833444595337,0.3770833444595337,0.37000000834465024,0.37000000834465024,0.37000000834465024
2700,0.2379166746139526,0.2379166746139526,0.2379166746139526,0.9600000166893006,0.9600000166893006,0.9600000166893006,0.42125001072883606,0.42125001072883606,0.42125001072883606,0.3641666769981384,0.3641666769981384,0.3641666769981384,0.3904166793823242,0.3904166793823242,0.3904166793823242,0.3879166769981384,0.3879166769981384,0.3879166769981384
2725,0.2504166746139526,0.2504166746139526,0.2504166746139526,0.9612500190734863,0.9612500190734863,0.9612500190734863,0.4208333444595337,0.4208333444595337,0.4208333444595337,0.3608333444595337,0.3608333444595337,0.3608333444595337,0.38291667580604555,0.38291667580604555,0.38291667580604555,0.3766666775941849,0.3766666775941849,0.3766666775941849
2750,0.2320833402872086,0.2320833402872086,0.2320833402872086,0.9695833516120911,0.9695833516120911,0.9695833516120911,0.4229166805744171,0.4229166805744171,0.4229166805744171,0.37000000894069673,0.37000000894069673,0.37000000894069673,0.39375001192092896,0.39375001192092896,0.39375001192092896,0.38875000715255736,0.38875000715255736,0.38875000715255736
2775,0.2333333402872086,0.2333333402872086,0.2333333402872086,0.9604166865348815,0.9604166865348815,0.9604166865348815,0.43416667699813843,0.43416667699813843,0.43416667699813843,0.3708333420753479,0.3708333420753479,0.3708333420753479,0.3958333420753479,0.3958333420753479,0.3958333420753479,0.39000000834465026,0.39000000834465026,0.39000000834465026
2800,0.2450000083446503,0.2450000083446503,0.2450000083446503,0.9612500238418579,0.9612500238418579,0.9612500238418579,0.42166667819023135,0.42166667819023135,0.42166667819023135,0.35416667580604555,0.35416667580604555,0.35416667580604555,0.37375001072883607,0.37375001072883607,0.37375001072883607,0.36875001192092893,0.36875001192092893,0.36875001192092893
2825,0.2225000071525574,0.2225000071525574,0.2225000071525574,0.960833351612091,0.960833351612091,0.960833351612091,0.4291666793823242,0.4291666793823242,0.4291666793823242,0.33500000834465027,0.33500000834465027,0.33500000834465027,0.37375001192092894,0.37375001192092894,0.37375001192092894,0.3562500113248825,0.3562500113248825,0.3562500113248825
2850,0.2358333396911621,0.2358333396911621,0.2358333396911621,0.9670833468437194,0.9670833468437194,0.9670833468437194,0.42750000715255737,0.42750000715255737,0.42750000715255737,0.3466666752099991,0.3466666752099991,0.3466666752099991,0.3800000095367432,0.3800000095367432,0.3800000095367432,0.3683333444595337,0.3683333444595337,0.3683333444595337
2875,0.2245833396911621,0.2245833396911621,0.2245833396911621,0.9612500190734863,0.9612500190734863,0.9612500190734863,0.4466666781902313,0.4466666781902313,0.4466666781902313,0.3445833390951157,0.3445833390951157,0.3445833390951157,0.3608333432674408,0.3608333432674408,0.3608333432674408,0.36375001192092893,0.36375001192092893,0.36375001192092893
2900,0.2491666746139526,0.2491666746139526,0.2491666746139526,0.9662500214576721,0.9662500214576721,0.9662500214576721,0.40666667819023133,0.40666667819023133,0.40666667819023133,0.3500000089406967,0.3500000089406967,0.3500000089406967,0.37666667461395265,0.37666667461395265,0.37666667461395265,0.3675000113248825,0.3675000113248825,0.3675000113248825
2925,0.2183333373069763,0.2183333373069763,0.2183333373069763,0.9658333539962769,0.9658333539962769,0.9658333539962769,0.41875000834465026,0.41875000834465026,0.41875000834465026,0.330000011920929,0.330000011920929,0.330000011920929,0.3545833420753479,0.3545833420753479,0.3545833420753479,0.34791667461395265,0.34791667461395265,0.34791667461395265
2950,0.2375000083446503,0.2375000083446503,0.2375000083446503,0.9595833516120911,0.9595833516120911,0.9595833516120911,0.4087500095367432,0.4087500095367432,0.4087500095367432,0.36000000953674316,0.36000000953674316,0.36000000953674316,0.3895833444595337,0.3895833444595337,0.3895833444595337,0.3875000071525574,0.3875000071525574,0.3875000071525574
2975,0.2379166728258133,0.2379166728258133,0.2379166728258133,0.9666666865348816,0.9666666865348816,0.9666666865348816,0.4191666769981384,0.4191666769981384,0.4191666769981384,0.3575000107288361,0.3575000107288361,0.3575000107288361,0.3833333420753479,0.3833333420753479,0.3833333420753479,0.38000001192092897,0.38000001192092897,0.38000001192092897
3000,0.249583340883255,0.249583340883255,0.249583340883255,0.9683333539962768,0.9683333539962768,0.9683333539962768,0.41291667938232424,0.41291667938232424,0.41291667938232424,0.3475000107288361,0.3475000107288361,0.3475000107288361,0.3716666781902313,0.3716666781902313,0.3716666781902313,0.36625000834465027,0.36625000834465027,0.36625000834465027
