scene_name,success_rate,collision_rate,goal_reach_rate,final_goal_dist,avg_speed,fill_rate,slit_slot,power_mean,exposure_mean,gain_mean,steps,stop_reason,episode_idx,method,method_label,checkpoint
glare,0.0,1.0,0.0,1.8408418893814087,0.6948691606521606,0.9388383030891418,far_right,0.7869771122932434,0.09798526018857956,0.11339685320854187,29,collision,0,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,0.0,1.0,0.0,1.7599728107452393,0.6864405870437622,0.9415348172187805,far_left,0.7786678671836853,0.10744157433509827,0.12436715513467789,28,collision,1,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,0.0,1.0,0.0,1.8165638446807861,0.6860114336013794,0.933800458908081,far_left,0.7879547476768494,0.1011275127530098,0.11625838279724121,29,collision,2,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,1.0,0.0,1.0,0.05678068846464157,0.6896905899047852,0.9717304110527039,far_right,0.6882896423339844,0.2523142695426941,0.2573834955692291,60,timeout,3,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,0.0,1.0,0.0,1.799657940864563,0.701336145401001,0.9496941566467285,far_right,0.7900254726409912,0.09855227172374725,0.1140790730714798,29,collision,4,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,0.0,1.0,0.0,1.7892903089523315,0.6811432242393494,0.9442068338394165,far_left,0.7760087251663208,0.10459988564252853,0.12101606279611588,29,collision,5,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,1.0,0.0,1.0,0.160381019115448,0.6685769557952881,0.9735099077224731,right,0.6892259120941162,0.24415399134159088,0.2503940165042877,60,timeout,6,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,0.0,1.0,0.0,1.6904405355453491,0.672318696975708,0.9540583491325378,far_right,0.7859221696853638,0.0924634262919426,0.10865936428308487,32,collision,7,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,1.0,0.0,1.0,0.21033376455307007,0.68364018201828,0.9724513292312622,far_right,0.6807006001472473,0.24847956001758575,0.2558574676513672,60,timeout,8,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,1.0,0.0,1.0,0.11915756016969681,0.6606650352478027,0.9765384793281555,right,0.6700375080108643,0.25992724299430847,0.2665530741214752,60,timeout,9,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,1.0,0.0,1.0,0.18109454214572906,0.6645339131355286,0.9773944020271301,left,0.6507551670074463,0.2664799094200134,0.2740102708339691,60,timeout,10,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,0.0,1.0,0.0,1.7999706268310547,0.6708705425262451,0.9526090621948242,far_right,0.7839329242706299,0.09497284144163132,0.11242324858903885,31,collision,11,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
glare,0.0,1.0,0.0,1.7682520151138306,0.6531232595443726,0.9513240456581116,far_right,0.7862966060638428,0.09671929478645325,0.1126159206032753,30,collision,12,flightonly,Flight-only learned camera,checkpoint/2026-05-10-02-45-09/checkpoint0014.pth
