episode_idx,step,scene_name,slit_slot,x,y,z,local_x,local_y,local_z,power,exposure,gain,goal_dist,min_margin,clearance,scene_effect_mean,method,method_label,checkpoint,event
0,0,glare,far_right,-0.22608621418476105,-1.4828637838363647,1.5,-1.5,1.4901161193847656e-08,1.5,0.5,0.5,0.5,3.0,1.2799999713897705,1.2799999713897705,0.35152775049209595,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,1,glare,far_right,-0.22608621418476105,-1.4828637838363647,1.5,-1.5,1.4901161193847656e-08,1.5,0.5,0.5,0.5,3.0,1.2799999713897705,1.2799999713897705,0.35152775049209595,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,2,glare,far_right,-0.2261018604040146,-1.4830609560012817,1.5001150369644165,-1.5001972913742065,-1.424551010131836e-05,1.5001150369644165,0.5,0.5,0.5,3.000197410583496,1.280197262763977,1.280197262763977,0.351480633020401,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,3,glare,far_right,-0.22651806473731995,-1.4834575653076172,1.5001850128173828,-1.5006521940231323,0.0003374367952346802,1.5001850128173828,0.5,0.5,0.5,3.000652313232422,1.2800774574279785,1.2800774574279785,0.3523807227611542,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,4,glare,far_right,-0.22677917778491974,-1.4816893339157104,1.5011357069015503,-1.4989434480667114,0.0008620619773864746,1.5011357069015503,0.5,0.5,0.5,2.99894380569458,1.2759312391281128,1.2759312391281128,0.3529972434043884,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,5,glare,far_right,-0.22649811208248138,-1.476486325263977,1.5029735565185547,-1.4937574863433838,0.0013684332370758057,1.5029735565185547,0.5,0.5,0.5,2.9937593936920166,1.2669304609298706,1.2669304609298706,0.35393744707107544,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,6,glare,far_right,-0.22508852183818817,-1.4642865657806396,1.5059150457382202,-1.4814846515655518,0.0018137544393539429,1.5059150457382202,0.5,0.5,0.5,2.9814908504486084,1.2488657236099243,1.2488657236099243,0.35603803396224976,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,7,glare,far_right,-0.22288772463798523,-1.447094440460205,1.5088127851486206,-1.464157223701477,0.002229362726211548,1.5088127851486206,0.5,0.5,0.5,2.9641711711883545,1.2256497144699097,1.2256497144699097,0.3591373562812805,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,8,glare,far_right,-0.21853198111057281,-1.4155703783035278,1.512735366821289,-1.432336688041687,0.002674803137779236,1.512735366821289,0.5,0.5,0.5,2.932365655899048,1.1856287717819214,1.1856287717819214,0.3641069829463959,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,9,glare,far_right,-0.2130187302827835,-1.3792248964309692,1.5160099267959595,-1.3955755233764648,0.002702683210372925,1.5160099267959595,0.5,0.5,0.5,2.8956210613250732,1.1414176225662231,1.1414176225662231,0.36796823143959045,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,10,glare,far_right,-0.20475928485393524,-1.3275233507156372,1.5193238258361816,-1.3432197570800781,0.002330273389816284,1.5193238258361816,0.5,0.5,0.5,2.8432862758636475,1.0805426836013794,1.0805426836013794,0.37040024995803833,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,11,glare,far_right,-0.19450849294662476,-1.262783408164978,1.522487759590149,-1.2776743173599243,0.0019544512033462524,1.522487759590149,0.5,0.5,0.5,2.777765989303589,1.0065518617630005,1.0065518617630005,0.365571528673172,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,12,glare,far_right,-0.18199653923511505,-1.1841204166412354,1.5250405073165894,-1.1980241537094116,0.001441866159439087,1.5250405073165894,0.5,0.5,0.5,2.6981406211853027,0.9188507795333862,0.9188507795333862,0.3564053177833557,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,13,glare,far_right,-0.16724848747253418,-1.0922553539276123,1.5266637802124023,-1.1049855947494507,0.0007085651159286499,1.5266637802124023,0.5,0.5,0.5,2.6051220893859863,0.8184248208999634,0.8184248208999634,0.3439353108406067,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,14,glare,far_right,-0.15395888686180115,-1.0102499723434448,1.5272140502929688,-1.021914005279541,-6.902217864990234e-05,1.5272140502929688,0.5,0.5,0.5,2.5220608711242676,0.7300306558609009,0.7300306558609009,0.33079445362091064,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,15,glare,far_right,-0.13733844459056854,-0.9074870347976685,1.526963710784912,-0.9178199768066406,-0.0010107308626174927,1.526963710784912,0.5,0.5,0.5,2.4179704189300537,0.6206414103507996,0.6206414103507996,0.31101182103157043,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,16,glare,far_right,-0.11943450570106506,-0.7982926964759827,1.525708794593811,-0.807174563407898,-0.0022519081830978394,1.525708794593811,0.5,0.5,0.5,2.307318925857544,0.5056682825088501,0.5056682825088501,0.2837899327278137,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,17,glare,far_right,-0.10220757871866226,-0.693030595779419,1.5237318277359009,-0.7005184888839722,-0.003416493535041809,1.5237318277359009,0.5,0.5,0.5,2.200648784637451,0.39580631256103516,0.39580631256103516,0.2492612600326538,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,18,glare,far_right,-0.085782490670681,-0.5930269956588745,1.5215083360671997,-0.5991816520690918,-0.004580982029438019,1.5215083360671997,0.5,0.5,0.5,2.099296808242798,0.29213085770606995,0.29213085770606995,0.20453785359859467,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
0,19,glare,far_right,-0.06941183656454086,-0.4931061863899231,1.5189021825790405,-0.4979349374771118,-0.005704142153263092,1.5189021825790405,0.5,0.5,0.5,1.9980324506759644,0.18914711475372314,0.18914711475372314,0.292758971452713,zero,Blind zero-depth,checkpoint/2026-05-09-16-48-43/checkpoint0014.pth,
