scene_name,method,method_label,slot,step,local_x,local_y
dark,randfix,Random fixed,far_right,7,-1.4493783712387085,0.022722719237208366
dark,randfix,Random fixed,far_right,8,-1.4147731065750122,0.03558143973350525
dark,randfix,Random fixed,far_right,9,-1.3706157207489014,0.05155554413795471
dark,randfix,Random fixed,far_right,10,-1.310963749885559,0.07224581390619278
dark,randfix,Random fixed,far_right,11,-1.244879126548767,0.09480232000350952
dark,randfix,Random fixed,far_right,12,-1.1686939001083374,0.12078429758548737
dark,randfix,Random fixed,far_right,13,-1.082943081855774,0.1500602662563324
dark,randfix,Random fixed,far_right,14,-0.988556981086731,0.18272219598293304
dark,randfix,Random fixed,far_right,15,-0.8863993883132935,0.21926464140415192
dark,randfix,Random fixed,far_right,16,-0.7800498604774475,0.25868159532546997
dark,randfix,Random fixed,far_right,17,-0.6829045414924622,0.29575034976005554
dark,randfix,Random fixed,far_right,18,-0.5773190259933472,0.3369502127170563
dark,randfix,Random fixed,far_right,19,-0.46578213572502136,0.3811807930469513
dark,randfix,Random fixed,far_right,20,-0.36615508794784546,0.4203604757785797
dark,randfix,Random fixed,far_right,21,-0.2542004883289337,0.4621678292751312
glare,fixed,Fixed,far_right,0,-1.5,0.0
glare,fixed,Fixed,far_right,1,-1.5,0.0
glare,fixed,Fixed,far_right,2,-1.5002235174179077,-0.00012457347474992275
glare,fixed,Fixed,far_right,3,-1.50101900100708,-0.0004209535545669496
glare,fixed,Fixed,far_right,4,-1.499863862991333,-0.0002810695441439748
glare,fixed,Fixed,far_right,5,-1.4956105947494507,0.0008427332504652441
glare,fixed,Fixed,far_right,6,-1.4850859642028809,0.004155685193836689
glare,fixed,Fixed,far_right,7,-1.4695851802825928,0.009138448163866997
glare,fixed,Fixed,far_right,8,-1.4405120611190796,0.018943987786769867
glare,fixed,Fixed,far_right,9,-1.4069042205810547,0.030583467334508896
glare,fixed,Fixed,far_right,10,-1.3594461679458618,0.04757644608616829
glare,fixed,Fixed,far_right,11,-1.3003976345062256,0.0695001631975174
glare,fixed,Fixed,far_right,12,-1.2291755676269531,0.0975293517112732
glare,fixed,Fixed,far_right,13,-1.1470046043395996,0.13210523128509521
glare,fixed,Fixed,far_right,14,-1.074410319328308,0.16427740454673767
glare,fixed,Fixed,far_right,15,-0.9844235181808472,0.2056128978729248
glare,fixed,Fixed,far_right,16,-0.8897303938865662,0.2503357529640198
glare,fixed,Fixed,far_right,17,-0.799466073513031,0.29358914494514465
glare,fixed,Fixed,far_right,18,-0.7143556475639343,0.33399489521980286
glare,fixed,Fixed,far_right,19,-0.6300413012504578,0.3730108141899109
glare,fixed,Fixed,far_right,20,-0.544897198677063,0.4104267656803131
glare,fixed,Fixed,far_right,21,-0.44940927624702454,0.44890767335891724
glare,fixed,Fixed,far_right,22,-0.35863587260246277,0.48086246848106384
glare,fixed,Fixed,far_right,23,-0.26135924458503723,0.5086113214492798
glare,fixed,Fixed,far_right,24,-0.18484757840633392,0.5247727036476135
glare,fixed,Fixed,far_right,25,-0.10049479454755783,0.5363245010375977
glare,fixed,Fixed,far_right,26,-0.00814332626760006,0.5409706234931946
glare,fixed,Fixed,far_right,27,0.0771806538105011,0.5376071333885193
glare,fixed,Fixed,far_right,28,0.1700449436903,0.5254334211349487
glare,fixed,Fixed,far_right,29,0.2568371295928955,0.505700945854187
glare,fixed,Fixed,far_right,30,0.346433162689209,0.4770011901855469
glare,fixed,Fixed,far_right,31,0.421304851770401,0.4469160735607147
glare,fixed,Fixed,far_right,32,0.4975709915161133,0.41099146008491516
glare,fixed,Fixed,far_right,33,0.5780709981918335,0.36836934089660645
glare,fixed,Fixed,far_right,34,0.645896315574646,0.32974642515182495
glare,fixed,Fixed,far_right,35,0.7026107907295227,0.29632169008255005
glare,fixed,Fixed,far_right,36,0.7700825929641724,0.25610554218292236
glare,fixed,Fixed,far_right,37,0.8237249255180359,0.2246437668800354
glare,fixed,Fixed,far_right,38,0.8824548721313477,0.19129084050655365
glare,fixed,Fixed,far_right,39,0.9293654561042786,0.16615870594978333
glare,fixed,Fixed,far_right,40,0.9721964597702026,0.14453518390655518
glare,fixed,Fixed,far_right,41,1.0092090368270874,0.1268519014120102
glare,fixed,Fixed,far_right,42,1.0501025915145874,0.10875099897384644
glare,fixed,Fixed,far_right,43,1.0831947326660156,0.09571462124586105
glare,fixed,Fixed,far_right,44,1.1093218326568604,0.08694642782211304
glare,fixed,Fixed,far_right,45,1.1337940692901611,0.08056632429361343
glare,fixed,Fixed,far_right,46,1.155460000038147,0.0774785578250885
glare,fixed,Fixed,far_right,47,1.1733795404434204,0.07729975134134293
glare,fixed,Fixed,far_right,48,1.1869100332260132,0.07895881682634354
glare,fixed,Fixed,far_right,49,1.1975635290145874,0.08152611553668976
glare,fixed,Fixed,far_right,50,1.2083909511566162,0.0851237028837204
glare,fixed,Fixed,far_right,51,1.2176923751831055,0.08836838603019714
glare,fixed,Fixed,far_right,52,1.2267552614212036,0.09113838523626328
glare,fixed,Fixed,far_right,53,1.236222505569458,0.09346980601549149
glare,fixed,Fixed,far_right,54,1.2451014518737793,0.09515552222728729
glare,fixed,Fixed,far_right,55,1.254763126373291,0.09624997526407242
glare,fixed,Fixed,far_right,56,1.2642384767532349,0.09674140065908432
glare,fixed,Fixed,far_right,57,1.2742540836334229,0.0966872125864029
glare,fixed,Fixed,far_right,58,1.284531831741333,0.09645727276802063
glare,fixed,Fixed,far_right,59,1.2937105894088745,0.0961744636297226
glare,flightonly,Ours,far_right,0,-1.5,0.0
glare,flightonly,Ours,far_right,1,-1.5,0.0
glare,flightonly,Ours,far_right,2,-1.5002083778381348,-0.0001161173204309307
glare,flightonly,Ours,far_right,3,-1.5009104013442993,-0.00038117641815915704
glare,flightonly,Ours,far_right,4,-1.5000219345092773,-0.0002801532973535359
glare,flightonly,Ours,far_right,5,-1.4967620372772217,0.0005261070327833295
glare,flightonly,Ours,far_right,6,-1.4886397123336792,0.0029108384624123573
glare,flightonly,Ours,far_right,7,-1.4770278930664062,0.006432163994759321
glare,flightonly,Ours,far_right,8,-1.4545785188674927,0.013664485886693
glare,flightonly,Ours,far_right,9,-1.429244041442871,0.02215004153549671
glare,flightonly,Ours,far_right,10,-1.3927836418151855,0.034778185188770294
glare,flightonly,Ours,far_right,11,-1.3469730615615845,0.05119293928146362
glare,flightonly,Ours,far_right,12,-1.2909619808197021,0.07229934632778168
glare,flightonly,Ours,far_right,13,-1.2254167795181274,0.09848058968782425
glare,flightonly,Ours,far_right,14,-1.1689436435699463,0.1220746710896492
glare,flightonly,Ours,far_right,15,-1.096509337425232,0.15333011746406555
glare,flightonly,Ours,far_right,16,-1.0195422172546387,0.18746717274188995
glare,flightonly,Ours,far_right,17,-0.9465687870979309,0.22045263648033142
glare,flightonly,Ours,far_right,18,-0.8783917427062988,0.2513597011566162
glare,flightonly,Ours,far_right,19,-0.8108006715774536,0.28186455368995667
glare,flightonly,Ours,far_right,20,-0.7421926259994507,0.3123583495616913
glare,flightonly,Ours,far_right,21,-0.6631812453269958,0.3465571403503418
glare,flightonly,Ours,far_right,22,-0.5882962346076965,0.37766849994659424
glare,flightonly,Ours,far_right,23,-0.5063175559043884,0.4095929265022278
glare,flightonly,Ours,far_right,24,-0.44428837299346924,0.4317418336868286
glare,flightonly,Ours,far_right,25,-0.3736284673213959,0.45447754859924316
glare,flightonly,Ours,far_right,26,-0.29362180829048157,0.47647592425346375
glare,flightonly,Ours,far_right,27,-0.21917366981506348,0.4929707944393158
glare,randfix,Random fixed,far_right,0,-1.5,0.0
glare,randfix,Random fixed,far_right,1,-1.5,0.0
glare,randfix,Random fixed,far_right,2,-1.5003753900527954,0.0002569177595432848
glare,randfix,Random fixed,far_right,3,-1.5010946989059448,0.001131083001382649
glare,randfix,Random fixed,far_right,4,-1.4999525547027588,0.0028517525643110275
glare,randfix,Random fixed,far_right,5,-1.4954925775527954,0.005959392059594393
glare,randfix,Random fixed,far_right,6,-1.484886646270752,0.011626427993178368
glare,randfix,Random fixed,far_right,7,-1.4696725606918335,0.018824081867933273
glare,randfix,Random fixed,far_right,8,-1.4410349130630493,0.03138870373368263
glare,randfix,Random fixed,far_right,9,-1.4080067873001099,0.045633286237716675
glare,randfix,Random fixed,far_right,10,-1.361510992050171,0.06588391959667206
glare,randfix,Random fixed,far_right,11,-1.3041143417358398,0.09120386838912964
glare,randfix,Random fixed,far_right,12,-1.2351775169372559,0.12185657024383545
glare,randfix,Random fixed,far_right,13,-1.155245065689087,0.15775462985038757
glare,randfix,Random fixed,far_right,14,-1.0852077007293701,0.1895538717508316
glare,randfix,Random fixed,far_right,15,-0.9975222945213318,0.2293304204940796
glare,randfix,Random fixed,far_right,16,-0.9051280617713928,0.2709176242351532
glare,randfix,Random fixed,far_right,17,-0.8170138597488403,0.30961886048316956
glare,randfix,Random fixed,far_right,18,-0.7342246770858765,0.34466472268104553
glare,randfix,Random fixed,far_right,19,-0.6522867679595947,0.3776313364505768
glare,randfix,Random fixed,far_right,20,-0.5698131918907166,0.408371239900589
glare,randfix,Random fixed,far_right,21,-0.4769914150238037,0.4391550123691559
glare,randfix,Random fixed,far_right,22,-0.3889245390892029,0.46383607387542725
glare,randfix,Random fixed,far_right,23,-0.2937612235546112,0.48485520482063293
glare,randfix,Random fixed,far_right,24,-0.21966953575611115,0.49678805470466614
specular,fixed,Fixed,far_right,0,-1.5,0.0
specular,fixed,Fixed,far_right,1,-1.5,0.0
specular,fixed,Fixed,far_right,2,-1.4995713233947754,0.00024234502052422613
specular,fixed,Fixed,far_right,3,-1.4990736246109009,0.0006648121052421629
specular,fixed,Fixed,far_right,4,-1.496518850326538,0.001720827305689454
specular,fixed,Fixed,far_right,5,-1.4895000457763672,0.004319926258176565
specular,fixed,Fixed,far_right,6,-1.4758127927780151,0.00937878992408514
specular,fixed,Fixed,far_right,7,-1.455360770225525,0.016928881406784058
specular,fixed,Fixed,far_right,8,-1.4279710054397583,0.027029402554035187
specular,fixed,Fixed,far_right,9,-1.3893903493881226,0.040791042149066925
specular,fixed,Fixed,far_right,10,-1.3403277397155762,0.05840839818120003
specular,fixed,Fixed,far_right,11,-1.2825089693069458,0.07943715155124664
specular,fixed,Fixed,far_right,12,-1.2211012840270996,0.10215912014245987
specular,fixed,Fixed,far_right,13,-1.1559996604919434,0.12684693932533264
specular,fixed,Fixed,far_right,14,-1.082616925239563,0.15542636811733246
specular,fixed,Fixed,far_right,15,-1.0011934041976929,0.18780173361301422
specular,fixed,Fixed,far_right,16,-0.918294370174408,0.2215050458908081
specular,fixed,Fixed,far_right,17,-0.8305102586746216,0.25778859853744507
specular,fixed,Fixed,far_right,18,-0.7366644144058228,0.2970806360244751
specular,fixed,Fixed,far_right,19,-0.6369926929473877,0.3388054668903351
specular,fixed,Fixed,far_right,20,-0.5454626083374023,0.3764036297798157
specular,fixed,Fixed,far_right,21,-0.4504971504211426,0.4143316149711609
specular,fixed,Fixed,far_right,22,-0.3519497513771057,0.4514252841472626
specular,fixed,Fixed,far_right,23,-0.2474113553762436,0.4869494140148163
specular,fixed,Fixed,far_right,24,-0.1464388221502304,0.5159187316894531
specular,fixed,Fixed,far_right,25,-0.033248186111450195,0.5406902432441711
specular,fixed,Fixed,far_right,26,0.05511961877346039,0.5530359148979187
specular,fixed,Fixed,far_right,27,0.13430865108966827,0.5584933161735535
specular,fixed,Fixed,far_right,28,0.23323440551757812,0.5574838519096375
specular,fixed,Fixed,far_right,29,0.32322800159454346,0.5490179657936096
specular,fixed,Fixed,far_right,30,0.409654825925827,0.5339654684066772
specular,fixed,Fixed,far_right,31,0.49623292684555054,0.5117667317390442
specular,fixed,Fixed,far_right,32,0.5661256313323975,0.48870253562927246
specular,fixed,Fixed,far_right,33,0.6346594095230103,0.46165215969085693
specular,fixed,Fixed,far_right,34,0.6996831893920898,0.43216460943222046
specular,fixed,Fixed,far_right,35,0.7556336522102356,0.40393611788749695
specular,fixed,Fixed,far_right,36,0.8176286220550537,0.369872123003006
specular,fixed,Fixed,far_right,37,0.8779486417770386,0.3339415490627289
specular,fixed,Fixed,far_right,38,0.9196019172668457,0.30770790576934814
specular,fixed,Fixed,far_right,39,0.9672306776046753,0.2765483558177948
specular,fixed,Fixed,far_right,40,1.005629301071167,0.250553697347641
specular,fixed,Fixed,far_right,41,1.0409129858016968,0.22615109384059906
specular,fixed,Fixed,far_right,42,1.0769890546798706,0.20099684596061707
specular,fixed,Fixed,far_right,43,1.1061197519302368,0.18129830062389374
specular,fixed,Fixed,far_right,44,1.1363574266433716,0.16178734600543976
specular,fixed,Fixed,far_right,45,1.165062665939331,0.14441142976284027
specular,fixed,Fixed,far_right,46,1.192816138267517,0.12950925529003143
specular,fixed,Fixed,far_right,47,1.2144254446029663,0.11908267438411713
specular,fixed,Fixed,far_right,48,1.237959384918213,0.10914142429828644
specular,fixed,Fixed,far_right,49,1.2597386837005615,0.10109598934650421
specular,fixed,Fixed,far_right,50,1.2773202657699585,0.09552145004272461
specular,fixed,Fixed,far_right,51,1.297074794769287,0.08997312933206558
specular,fixed,Fixed,far_right,52,1.316194772720337,0.08472753316164017
specular,fixed,Fixed,far_right,53,1.3336803913116455,0.07975496351718903
specular,fixed,Fixed,far_right,54,1.3513835668563843,0.0745949000120163
specular,fixed,Fixed,far_right,55,1.3663842678070068,0.06974002718925476
specular,fixed,Fixed,far_right,56,1.3804535865783691,0.06455636024475098
specular,fixed,Fixed,far_right,57,1.3934342861175537,0.05940541997551918
specular,fixed,Fixed,far_right,58,1.4051787853240967,0.05456116050481796
specular,fixed,Fixed,far_right,59,1.414117455482483,0.05069747567176819
specular,flightonly,Ours,far_right,0,-1.5,0.0
specular,flightonly,Ours,far_right,1,-1.5,0.0
specular,flightonly,Ours,far_right,2,-1.499584436416626,0.00023487370344810188
specular,flightonly,Ours,far_right,3,-1.4991068840026855,0.0006362959393300116
specular,flightonly,Ours,far_right,4,-1.496660828590393,0.0017420839285477996
specular,flightonly,Ours,far_right,5,-1.4899121522903442,0.004462475888431072
specular,flightonly,Ours,far_right,6,-1.476686716079712,0.00968173984438181
specular,flightonly,Ours,far_right,7,-1.4568440914154053,0.01734866201877594
specular,flightonly,Ours,far_right,8,-1.4302544593811035,0.027485789731144905
specular,flightonly,Ours,far_right,9,-1.3927422761917114,0.04123148322105408
specular,flightonly,Ours,far_right,10,-1.345041036605835,0.05871366336941719
specular,flightonly,Ours,far_right,11,-1.2888996601104736,0.07938863337039948
specular,flightonly,Ours,far_right,12,-1.2294598817825317,0.10150770097970963
specular,flightonly,Ours,far_right,13,-1.1666350364685059,0.12535326182842255
specular,flightonly,Ours,far_right,14,-1.0959300994873047,0.15286283195018768
specular,flightonly,Ours,far_right,15,-1.0177369117736816,0.18393772840499878
specular,flightonly,Ours,far_right,16,-0.9386849999427795,0.2161070555448532
specular,flightonly,Ours,far_right,17,-0.8552534580230713,0.2507247030735016
specular,flightonly,Ours,far_right,18,-0.7661236524581909,0.28831958770751953
specular,flightonly,Ours,far_right,19,-0.6713947653770447,0.3284369707107544
specular,flightonly,Ours,far_right,20,-0.5848933458328247,0.36453405022621155
specular,flightonly,Ours,far_right,21,-0.4948895275592804,0.40116867423057556
specular,flightonly,Ours,far_right,22,-0.40120646357536316,0.43724051117897034
specular,flightonly,Ours,far_right,23,-0.30138134956359863,0.47221052646636963
specular,flightonly,Ours,far_right,24,-0.20497724413871765,0.501072108745575
specular,flightonly,Ours,far_right,25,-0.09610269218683243,0.526423990726471
specular,flightonly,Ours,far_right,26,-0.012026077136397362,0.5396157503128052
specular,flightonly,Ours,far_right,27,0.06316442787647247,0.5463098287582397
specular,flightonly,Ours,far_right,28,0.15942174196243286,0.5473501682281494
specular,flightonly,Ours,far_right,29,0.2476682960987091,0.5406701564788818
specular,flightonly,Ours,far_right,30,0.33306968212127686,0.5270732045173645
specular,flightonly,Ours,far_right,31,0.4192522168159485,0.5059636831283569
specular,flightonly,Ours,far_right,32,0.48888757824897766,0.4835934340953827
specular,flightonly,Ours,far_right,33,0.5576643943786621,0.45697420835494995
specular,flightonly,Ours,far_right,34,0.6234854459762573,0.42771419882774353
specular,flightonly,Ours,far_right,35,0.68060302734375,0.39965611696243286
specular,flightonly,Ours,far_right,36,0.7448892593383789,0.36556944251060486
specular,flightonly,Ours,far_right,37,0.8083258867263794,0.32935795187950134
specular,flightonly,Ours,far_right,38,0.8523648381233215,0.3028070032596588
specular,flightonly,Ours,far_right,39,0.9032878279685974,0.270866334438324
specular,flightonly,Ours,far_right,40,0.9445385336875916,0.2441420704126358
specular,flightonly,Ours,far_right,41,0.9827613234519958,0.21907858550548553
specular,flightonly,Ours,far_right,42,1.0223342180252075,0.19343812763690948
specular,flightonly,Ours,far_right,43,1.0546636581420898,0.17365239560604095
specular,flightonly,Ours,far_right,44,1.08876371383667,0.15430766344070435
specular,flightonly,Ours,far_right,45,1.1217432022094727,0.13734956085681915
specular,flightonly,Ours,far_right,46,1.1541368961334229,0.12304782122373581
specular,flightonly,Ours,far_right,47,1.1796293258666992,0.11321063339710236
specular,flightonly,Ours,far_right,48,1.207568883895874,0.10399169474840164
specular,flightonly,Ours,far_right,49,1.233428955078125,0.0967002883553505
specular,flightonly,Ours,far_right,50,1.2541863918304443,0.09178972244262695
specular,flightonly,Ours,far_right,51,1.277337908744812,0.08708523213863373
specular,flightonly,Ours,far_right,52,1.2995381355285645,0.08289695531129837
specular,flightonly,Ours,far_right,53,1.3195501565933228,0.07922567427158356
specular,flightonly,Ours,far_right,54,1.339516043663025,0.07586418837308884
specular,flightonly,Ours,far_right,55,1.3562685251235962,0.07314171642065048
specular,flightonly,Ours,far_right,56,1.371893286705017,0.07069376856088638
specular,flightonly,Ours,far_right,57,1.3863060474395752,0.0690067932009697
specular,flightonly,Ours,far_right,58,1.3993982076644897,0.06834634393453598
specular,flightonly,Ours,far_right,59,1.409472942352295,0.06870746612548828
specular,randfix,Random fixed,far_right,0,-1.5,0.0
specular,randfix,Random fixed,far_right,1,-1.5,0.0
specular,randfix,Random fixed,far_right,2,-1.499732255935669,0.00031671422766521573
specular,randfix,Random fixed,far_right,3,-1.4992681741714478,0.001022440497763455
specular,randfix,Random fixed,far_right,4,-1.4970895051956177,0.002862331224605441
specular,randfix,Random fixed,far_right,5,-1.4915173053741455,0.006154332775622606
specular,randfix,Random fixed,far_right,6,-1.4805538654327393,0.011166288517415524
specular,randfix,Random fixed,far_right,7,-1.4640419483184814,0.01809302158653736
specular,randfix,Random fixed,far_right,8,-1.4416453838348389,0.027015401050448418
specular,randfix,Random fixed,far_right,9,-1.4095474481582642,0.039378389716148376
specular,randfix,Random fixed,far_right,10,-1.3686296939849854,0.05493182688951492
specular,randfix,Random fixed,far_right,11,-1.3205891847610474,0.07320929318666458
specular,randfix,Random fixed,far_right,12,-1.2698826789855957,0.09253820776939392
specular,randfix,Random fixed,far_right,13,-1.2162452936172485,0.11323224753141403
specular,randfix,Random fixed,far_right,14,-1.1551532745361328,0.13716216385364532
specular,randfix,Random fixed,far_right,15,-1.086484670639038,0.16462771594524384
specular,randfix,Random fixed,far_right,16,-1.0158405303955078,0.19341573119163513
specular,randfix,Random fixed,far_right,17,-0.9397778511047363,0.22488339245319366
specular,randfix,Random fixed,far_right,18,-0.8573204278945923,0.2597378194332123
specular,randfix,Random fixed,far_right,19,-0.7683998346328735,0.2978980839252472
specular,randfix,Random fixed,far_right,20,-0.6868779063224792,0.3332759141921997
specular,randfix,Random fixed,far_right,21,-0.6013707518577576,0.37032267451286316
specular,randfix,Random fixed,far_right,22,-0.5118067860603333,0.40847453474998474
specular,randfix,Random fixed,far_right,23,-0.41564175486564636,0.44749465584754944
specular,randfix,Random fixed,far_right,24,-0.3226553797721863,0.4820871353149414
specular,randfix,Random fixed,far_right,25,-0.21694812178611755,0.5160495042800903
specular,randfix,Random fixed,far_right,26,-0.13609756529331207,0.5369765758514404
specular,randfix,Random fixed,far_right,27,-0.06410704553127289,0.551236093044281
specular,randfix,Random fixed,far_right,28,0.029127521440386772,0.562676191329956
specular,randfix,Random fixed,far_right,29,0.11410985887050629,0.5656868815422058
specular,randfix,Random fixed,far_right,30,0.19646981358528137,0.5617335438728333
specular,randfix,Random fixed,far_right,31,0.2798170745372772,0.5509400367736816
specular,randfix,Random fixed,far_right,32,0.34618449211120605,0.5374050140380859
specular,randfix,Random fixed,far_right,33,0.4120018780231476,0.5197060108184814
specular,randfix,Random fixed,far_right,34,0.4752938449382782,0.49855324625968933
specular,randfix,Random fixed,far_right,35,0.5299909710884094,0.4770618677139282
specular,randfix,Random fixed,far_right,36,0.5930097699165344,0.4487752616405487
specular,randfix,Random fixed,far_right,37,0.6563072204589844,0.4165758192539215
specular,randfix,Random fixed,far_right,38,0.6997221112251282,0.3924156427383423
specular,randfix,Random fixed,far_right,39,0.7518733739852905,0.361184298992157
specular,randfix,Random fixed,far_right,40,0.7945755124092102,0.3343477249145508
specular,randfix,Random fixed,far_right,41,0.8348268270492554,0.30824342370033264
specular,randfix,Random fixed,far_right,42,0.8767303228378296,0.28047510981559753
specular,randfix,Random fixed,far_right,43,0.910132884979248,0.2585882246494293
specular,randfix,Random fixed,far_right,44,0.9451240301132202,0.23600639402866364
