scene_name,glare_level,success_rate,collision_rate,avg_speed,max_speed,fill_rate,fill_rate_soft,hole_rate,hole_rate_soft,time_to_goal,stop_before_glare_rate,local_glare_quality,local_glare_invalid_rate,collided,power_mean,power_std,power_min,power_max,exposure_mean,exposure_std,exposure_min,exposure_max,gain_mean,gain_std,gain_min,gain_max,energy_proxy,blur_proxy,noise_proxy,method_key,method_label,condition,episode_idx,checkpoint
base,,0.0,1.0,0.41653358936309814,0.8844258785247803,0.4427083730697632,0.47731703519821167,0.5572916269302368,0.5226829648017883,8.0,0.0,0.0,0.0,1.0,0.41954582929611206,0.004880186170339584,0.41459763050079346,0.42837396264076233,0.4488312602043152,0.037856828421354294,0.3878481984138489,0.49772948026657104,0.1413390189409256,0.05428089201450348,0.10633252561092377,0.36468505859375,0.17604252696037292,0.5122895836830139,0.02292313054203987,ours,Ours,base,10,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.10000000149011612,0.9000000357627869,0.4367470443248749,0.9221974015235901,0.43145284056663513,0.4715234041213989,0.5685471594333649,0.5284765958786011,8.0,0.0,0.0,0.0,1.0,0.4188375174999237,0.004674036055803299,0.41388070583343506,0.42719119787216187,0.447317898273468,0.039684996008872986,0.385384202003479,0.4976562559604645,0.14210189878940582,0.056194938719272614,0.10574673861265182,0.3646301329135895,0.17544670403003693,0.545826256275177,0.02335081808269024,ours,Ours,base,11,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.5,0.5,0.43561720848083496,0.8895403742790222,0.43449217081069946,0.4686599671840668,0.5655078291893005,0.5313400328159332,8.0,0.0,0.0,0.0,1.0,0.4187929332256317,0.003593448316678405,0.41483980417251587,0.42515677213668823,0.4468318819999695,0.04023697227239609,0.38196834921836853,0.4976562559604645,0.14261656999588013,0.05711853876709938,0.10608974099159241,0.3646301329135895,0.17540046572685242,0.5443243384361267,0.023602012544870377,ours,Ours,base,12,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.20000000298023224,0.800000011920929,0.4620227515697479,0.9414593577384949,0.45004507899284363,0.47471049427986145,0.5499549210071564,0.5252895057201385,8.0,0.0,0.0,0.0,1.0,0.4196604788303375,0.0033286181278526783,0.4158361852169037,0.42513561248779297,0.442111998796463,0.04299734905362129,0.37413954734802246,0.4975830018520355,0.1432667225599289,0.055693618953228,0.10701478272676468,0.36465758085250854,0.17612597346305847,0.5909245014190674,0.023627132177352905,ours,Ours,base,13,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.30000001192092896,0.699999988079071,0.4471314251422882,0.9689422249794006,0.4379381835460663,0.4655255675315857,0.5620618164539337,0.5344744324684143,8.0,0.0,0.0,0.0,1.0,0.4192076325416565,0.003764929249882698,0.4151667356491089,0.42618030309677124,0.44664451479911804,0.0412190780043602,0.3761833906173706,0.4975830018520355,0.14259719848632812,0.05599293112754822,0.10626987367868423,0.3646301329135895,0.17574919760227203,0.5877849459648132,0.023469168692827225,ours,Ours,base,14,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.699999988079071,0.30000001192092896,0.45523351430892944,0.939555287361145,0.4423828125,0.4698828458786011,0.5576171875,0.5301171541213989,8.0,0.0,0.0,0.0,1.0,0.4188210666179657,0.004554096609354019,0.4143163561820984,0.42756322026252747,0.4471491873264313,0.04135218635201454,0.37863683700561523,0.497802734375,0.1429292857646942,0.0572744756937027,0.10539384186267853,0.3646301329135895,0.17543181777000427,0.5889148712158203,0.023709146305918694,ours,Ours,base,15,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.0,1.0,0.4660041034221649,1.0388942956924438,0.42897388339042664,0.4644629657268524,0.5710261166095734,0.5355370342731476,8.0,0.0,0.0,0.0,1.0,0.4188794493675232,0.0037759141996502876,0.4151454567909241,0.4259565770626068,0.44614019989967346,0.04251691326498985,0.3737424910068512,0.4979492127895355,0.14231561124324799,0.056058697402477264,0.10636689513921738,0.364602655172348,0.17547428607940674,0.6489030718803406,0.023396309465169907,ours,Ours,base,16,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.20000000298023224,0.800000011920929,0.4411103427410126,0.8876432776451111,0.43295523524284363,0.47067952156066895,0.5670447647571564,0.529320478439331,8.0,0.0,0.0,0.0,1.0,0.41898113489151,0.00432313559576869,0.4143192172050476,0.42656660079956055,0.44657328724861145,0.03977649286389351,0.3851237893104553,0.49772948026657104,0.14218473434448242,0.05623014271259308,0.10528233647346497,0.3646301329135895,0.17556385695934296,0.5433050990104675,0.02337832748889923,ours,Ours,base,17,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.9000000357627869,0.10000000149011612,0.44813185930252075,0.929273784160614,0.45015624165534973,0.4726983606815338,0.5498437583446503,0.5273016393184662,8.0,0.0,0.0,0.0,1.0,0.41907602548599243,0.004197010770440102,0.4145878851413727,0.42652732133865356,0.44595786929130554,0.041707225143909454,0.3775855004787445,0.4975830018520355,0.14303700625896454,0.057125866413116455,0.10562676936388016,0.3646301329135895,0.17564235627651215,0.5695186257362366,0.023722950369119644,ours,Ours,base,18,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
base,,0.20000000298023224,0.800000011920929,0.4539724588394165,0.9454776644706726,0.43781304359436035,0.4709530174732208,0.5621869564056396,0.5290469825267792,8.0,0.0,0.0,0.0,1.0,0.4191272556781769,0.0039993468672037125,0.41469573974609375,0.42605435848236084,0.4438892602920532,0.04285992681980133,0.3738255202770233,0.4975830018520355,0.14332503080368042,0.05578026920557022,0.10654585063457489,0.3646301329135895,0.1756836473941803,0.5868412256240845,0.023653503507375717,ours,Ours,base,19,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.538547694683075,0.9531927108764648,0.5327773094177246,0.5370082855224609,0.4672226905822754,0.46299171447753906,5.4,0.0,0.18887581219896674,0.7329444450636705,0.0,0.43174517154693604,0.014442870393395424,0.4121972620487213,0.45577576756477356,0.37972763180732727,0.09622015804052353,0.20723110437393188,0.4979492127895355,0.12080938369035721,0.028398951515555382,0.10756850987672806,0.364492803812027,0.18661245703697205,0.8175680637359619,0.015401408076286316,ours,Ours,sun_glare_l0,0,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5461623072624207,0.9620163440704346,0.5576497912406921,0.5621429085731506,0.44235020875930786,0.43785709142684937,5.6,0.0,0.17298224388311306,0.7493761392931143,0.0,0.4323577284812927,0.016062382608652115,0.410486102104187,0.4597281217575073,0.370341032743454,0.09884508699178696,0.18780452013015747,0.4990478456020355,0.12194926291704178,0.028157396242022514,0.10765305906534195,0.36457517743110657,0.1871911734342575,0.7804585099220276,0.015664462000131607,ours,Ours,sun_glare_l0,1,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5494326949119568,1.032791256904602,0.5326199531555176,0.5360433459281921,0.4673800468444824,0.46395665407180786,5.266666666666667,0.0,0.16274932007460544,0.7632889874279499,0.0,0.43256911635398865,0.014725604094564915,0.4114915728569031,0.4559534788131714,0.3709554374217987,0.09290263801813126,0.1968250721693039,0.4976562559604645,0.11993809044361115,0.02861207351088524,0.1071636974811554,0.3644653260707855,0.187332883477211,0.8329784870147705,0.015203796327114105,ours,Ours,sun_glare_l0,2,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5383660793304443,0.9987525939941406,0.5402995347976685,0.5479802489280701,0.45970046520233154,0.45201975107192993,5.4,0.0,0.17996479309319208,0.7355515653888385,0.0,0.4318878650665283,0.015035095624625683,0.4120185673236847,0.45783889293670654,0.3693034052848816,0.09709899872541428,0.193250373005867,0.4979492127895355,0.12227997183799744,0.028086131438612938,0.10772562772035599,0.364492803812027,0.18675315380096436,0.7926090359687805,0.015741221606731415,ours,Ours,sun_glare_l0,3,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.526559591293335,0.9288799166679382,0.5604248046875,0.5642910003662109,0.4395751953125,0.43570899963378906,5.533333333333333,0.0,0.2049651978071779,0.7073040870328744,0.0,0.43212300539016724,0.014751466922461987,0.41303154826164246,0.4585082530975342,0.37681102752685547,0.09331903606653214,0.205808624625206,0.4991210997104645,0.12318336963653564,0.028172215446829796,0.10726908594369888,0.36457517743110657,0.18694792687892914,0.7550961971282959,0.01596781425178051,ours,Ours,sun_glare_l0,4,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5336426496505737,0.9269213676452637,0.521492600440979,0.5267871022224426,0.478507399559021,0.4732128977775574,5.666666666666667,0.0,0.18557902482959132,0.7344292618334294,0.0,0.4290653467178345,0.011910389177501202,0.4139503240585327,0.45064854621887207,0.3980761170387268,0.08054692298173904,0.24071967601776123,0.4987548887729645,0.12089274078607559,0.02848830446600914,0.10742213577032089,0.3645477294921875,0.18423892557621002,0.7927303314208984,0.01542663760483265,ours,Ours,sun_glare_l0,5,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.535529613494873,0.9955863356590271,0.5400418043136597,0.5442833304405212,0.45995819568634033,0.45571666955947876,5.2,0.0,0.19330862720186512,0.7316309414803982,0.0,0.43269962072372437,0.014915657229721546,0.4123097062110901,0.45671164989471436,0.3691098690032959,0.09679510444402695,0.20137178897857666,0.4983154237270355,0.1211538165807724,0.028505856171250343,0.10428084433078766,0.36452025175094604,0.18745143711566925,0.8076385259628296,0.01549083087593317,ours,Ours,sun_glare_l0,6,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5314592123031616,0.9652724862098694,0.5645372867584229,0.5714814066886902,0.43546271324157715,0.4285185933113098,5.0,0.0,0.17294041824837525,0.755950732777516,0.0,0.4333633780479431,0.014427224174141884,0.4114300012588501,0.4554053544998169,0.3643023371696472,0.09874992817640305,0.2030639946460724,0.4991210997104645,0.12058228254318237,0.02838224358856678,0.1075955405831337,0.3645477294921875,0.18801192939281464,0.807413637638092,0.015345639549195766,ours,Ours,sun_glare_l0,7,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5445892214775085,1.0209987163543701,0.5513943433761597,0.5576307773590088,0.44860565662384033,0.4423692226409912,5.2,0.0,0.17208544562648362,0.7480817084511121,0.0,0.431816428899765,0.014864453114569187,0.4113401174545288,0.4561815857887268,0.3713172972202301,0.09550585597753525,0.19990815222263336,0.49809569120407104,0.12129323184490204,0.028262227773666382,0.10695526003837585,0.364492803812027,0.18668639659881592,0.8136433362960815,0.01551080122590065,ours,Ours,sun_glare_l0,8,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5383032560348511,0.9749009013175964,0.5300537943840027,0.5347850322723389,0.4699462056159973,0.46521496772766113,5.466666666666667,0.0,0.14630116996898626,0.7772162698209286,0.0,0.4320836067199707,0.013545637018978596,0.4115287661552429,0.45207566022872925,0.3917310833930969,0.08347078412771225,0.23581808805465698,0.49824219942092896,0.1195036768913269,0.0287170447409153,0.10534919798374176,0.3644653260707855,0.1868797242641449,0.8358691334724426,0.015105796977877617,ours,Ours,sun_glare_l0,9,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5383419394493103,0.960091233253479,0.5591200590133667,0.5619734525680542,0.4408799409866333,0.4380265474319458,5.266666666666667,0.0,0.1649565569202726,0.7649179490904013,0.0,0.43337640166282654,0.015685122460126877,0.41101717948913574,0.46206164360046387,0.3723852336406708,0.0968644917011261,0.1952303647994995,0.4987548887729645,0.11986849457025528,0.028527816757559776,0.10781410336494446,0.36452025175094604,0.18806108832359314,0.7950462102890015,0.015182290226221085,ours,Ours,sun_glare_l0,10,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5523977279663086,1.0022261142730713,0.5632812976837158,0.5696327686309814,0.4367187023162842,0.43036723136901855,5.2,0.0,0.17414501908545693,0.7508713866273562,0.0,0.4329562783241272,0.014764337800443172,0.4118826687335968,0.4552152752876282,0.367290735244751,0.09700474143028259,0.19646096229553223,0.49919432401657104,0.12062332779169083,0.028340069577097893,0.10837388038635254,0.36457517743110657,0.18766914308071136,0.8082088828086853,0.015353145077824593,ours,Ours,sun_glare_l0,11,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5289782881736755,0.8632308840751648,0.5454888939857483,0.5487138032913208,0.4545111060142517,0.4512861967086792,5.666666666666667,0.0,0.18741933188866824,0.7311396916707357,0.0,0.4305192530155182,0.0127360038459301,0.4126381576061249,0.45211881399154663,0.3903767466545105,0.08417113125324249,0.23325815796852112,0.49897462129592896,0.12223409116268158,0.028267662972211838,0.10866176337003708,0.3645477294921875,0.18550901114940643,0.7564777731895447,0.015740232542157173,ours,Ours,sun_glare_l0,12,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5260837078094482,0.9667463302612305,0.5554742217063904,0.5616249442100525,0.4445257782936096,0.4383750557899475,5.333333333333333,0.0,0.19733821486588568,0.7271963010231653,0.0,0.4327867031097412,0.01401808112859726,0.41400596499443054,0.4558495283126831,0.37224912643432617,0.09201187640428543,0.21153715252876282,0.4990478456020355,0.1203174740076065,0.028485719114542007,0.10868901014328003,0.36457517743110657,0.18750081956386566,0.7659066319465637,0.01528773084282875,ours,Ours,sun_glare_l0,13,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5399681329727173,0.9949967265129089,0.558580219745636,0.5617232322692871,0.441419780254364,0.4382767677307129,5.333333333333333,0.0,0.18809129674142847,0.7290320284664631,0.0,0.4329690635204315,0.01641397923231125,0.41285333037376404,0.463758260011673,0.3698764443397522,0.10151437669992447,0.18192358314990997,0.4989013671875,0.12280990928411484,0.027992604300379753,0.10832439363002777,0.3645477294921875,0.18773159384727478,0.8225489854812622,0.015865860506892204,ours,Ours,sun_glare_l0,14,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5349815487861633,0.9869064688682556,0.5466851592063904,0.5545639395713806,0.4533148407936096,0.4454360604286194,5.533333333333333,0.0,0.18574481781106442,0.7375530446569125,0.0,0.4310630261898041,0.014028694480657578,0.4110966920852661,0.4557124376296997,0.3771761357784271,0.08958245068788528,0.21084129810333252,0.49882811307907104,0.12148609012365341,0.02856338396668434,0.1064877063035965,0.3645477294921875,0.1860121488571167,0.7617375254631042,0.015574736520648003,ours,Ours,sun_glare_l0,15,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5388634204864502,0.9835892915725708,0.562901496887207,0.5673960447311401,0.43709850311279297,0.43260395526885986,5.133333333333334,0.0,0.16505647661785286,0.7577610197166602,0.0,0.43395736813545227,0.017438188195228577,0.4106338918209076,0.46516385674476624,0.361841082572937,0.10715153813362122,0.17471523582935333,0.4983154237270355,0.12155595421791077,0.028214728459715843,0.1070748120546341,0.36452025175094604,0.1886230856180191,0.8235490322113037,0.01557192113250494,ours,Ours,sun_glare_l0,16,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5387933254241943,0.9917724132537842,0.5370768308639526,0.5428298115730286,0.46292316913604736,0.45717018842697144,5.133333333333334,0.0,0.16574351862460995,0.7656034591297308,0.0,0.4320855736732483,0.013973715715110302,0.41128966212272644,0.4536052942276001,0.3744812309741974,0.09122426062822342,0.21541452407836914,0.49846190214157104,0.1193595826625824,0.028763502836227417,0.10733729600906372,0.36452025175094604,0.18689322471618652,0.8138659596443176,0.01507404912263155,ours,Ours,sun_glare_l0,17,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5397717952728271,1.006191611289978,0.5634657740592957,0.5667875409126282,0.43653422594070435,0.4332124590873718,5.2,0.0,0.16873047954092424,0.7538560445110003,0.0,0.43251821398735046,0.016106924042105675,0.41019174456596375,0.4578064978122711,0.3635846674442291,0.10062940418720245,0.19118207693099976,0.49846190214157104,0.12222091108560562,0.028189461678266525,0.10733712464570999,0.36452025175094604,0.1873313933610916,0.8226062655448914,0.015732595697045326,ours,Ours,sun_glare_l0,18,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l0,l0,1.0,0.0,0.5263897776603699,0.9301734566688538,0.5213677883148193,0.5255658030509949,0.47863221168518066,0.4744341969490051,5.466666666666667,0.0,0.17586065898649395,0.7496617662409941,0.0,0.4304210841655731,0.012211927212774754,0.4130933880805969,0.45059576630592346,0.392063170671463,0.08030583709478378,0.25026217103004456,0.4986816346645355,0.12264357507228851,0.027909506112337112,0.10840697586536407,0.3645477294921875,0.18541143834590912,0.7925658226013184,0.01582038775086403,ours,Ours,sun_glare_l0,19,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l1,l1,1.0,0.0,0.5299583673477173,0.8795283436775208,0.5269531607627869,0.5273011922836304,0.47304683923721313,0.47269880771636963,5.6,0.0,0.18175246681397159,0.7494475344816843,0.0,0.429201602935791,0.011405352503061295,0.4129662811756134,0.44661611318588257,0.3822643458843231,0.0814565122127533,0.2396361380815506,0.4989013671875,0.1238936185836792,0.028023021295666695,0.10786577314138412,0.3645477294921875,0.18434405326843262,0.7477126121520996,0.016134915873408318,ours,Ours,sun_glare_l1,0,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l1,l1,1.0,0.0,0.541057288646698,0.9518464207649231,0.510593056678772,0.5143687129020691,0.489406943321228,0.4856312870979309,5.6,0.0,0.15264865882345474,0.7790434184173743,0.0,0.42821091413497925,0.012276648543775082,0.41046005487442017,0.44885480403900146,0.38478952646255493,0.08448345214128494,0.22717106342315674,0.4983154237270355,0.12301496416330338,0.02818472683429718,0.10757528245449066,0.36452025175094604,0.1835152953863144,0.7829909324645996,0.015927057713270187,ours,Ours,sun_glare_l1,1,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l1,l1,1.0,0.0,0.5405114889144897,0.9220873117446899,0.4999810457229614,0.5033847689628601,0.5000189542770386,0.4966152310371399,5.666666666666667,0.0,0.1665435876774912,0.7655526697635651,0.0,0.42836686968803406,0.009818198159337044,0.4133102297782898,0.4431266486644745,0.39606359601020813,0.07484717667102814,0.2584514617919922,0.49882811307907104,0.12123951315879822,0.028400590643286705,0.10878223180770874,0.36452025175094604,0.18359458446502686,0.7965925335884094,0.015505609102547169,ours,Ours,sun_glare_l1,2,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
sun_glare_l1,l1,1.0,0.0,0.5268033742904663,1.0433170795440674,0.4960232675075531,0.4992484450340271,0.5039767324924469,0.5007515549659729,5.133333333333334,0.0,0.14669431220972912,0.791165804117918,0.0,0.42867231369018555,0.011034499853849411,0.41185125708580017,0.4440074563026428,0.3829749822616577,0.07755322009325027,0.27230003476142883,0.49846190214157104,0.12207341939210892,0.028275758028030396,0.10704872012138367,0.364492803812027,0.1838817149400711,0.833531379699707,0.01570143923163414,ours,Ours,sun_glare_l1,3,/home/zhaoguodong/work/code/DiffPhysDrone/checkpoint/2026-04-22-10-25-45/checkpoint0017.pth
